"ResponseId","state","juris","species","dur","timechange","field","career","agency","surveyYear"
"R_1D5srXkx8ozWrQm","Maryland","Single site","Rhamnus",NA,NA,"Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_5IQt3joF5gjoi45","Kentucky","Network of sites within one state/province","Rhamnus",NA,NA,"Invasive plant management ","Less than 2 years","State Government",2026
"R_7hyxXh2ErgDPMt7","New York","Network of sites within one state/province","Rhamnus",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_1eg0HmIa9IVjxvH","Massachusetts","Network of sites within one state/province","Rhamnus",2,"At the same time due to no change in phenology","Invasive plant extension","2 to 5 years","Nongovernmental Organization",2026
"R_3EtnKAg5tMJYzSl","Massachusetts"," Other (please specify)","Rhamnus",5,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","City/Municipal Government",2026
"R_1EsfjygrCBEI1cq","New Jersey","Network of sites within one state/province","Rhamnus",NA,NA,"Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_3Qxjb9i4NVkgesX","Massachusetts","Network of sites within one state/province","Rhamnus",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_3PzWGqhIUBzmbzp","","","Rhamnus",NA,NA,"Invasive plant management ","2 to 5 years","City/Municipal Government",2026
"R_3It0HPLbosFg3wu","","","Rhamnus",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_3fxbfzneNp2w3BP","","","Rhamnus",NA,NA,"Invasive plant management ","Less than 2 years","City/Municipal Government",2026
"R_6o15GGjgmAdaYPD","","","Rhamnus",NA,NA,"Invasive plant management ","10+ years","State Government",2026
"R_67kivzE9a2s9zZ7","Massachusetts","Network of sites within one state/province","Rhamnus",1,"I don't know","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_7QcRDSoOG1qmQP4","","","Rhamnus",NA,NA,"Invasive plant management ","2 to 5 years","State Government",2026
"R_1oAPk4LY3k97Lu7","","","Rhamnus",NA,NA,"Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_7aKbwoxpNTR2XNg","","","Rhamnus",NA,NA,"Invasive plant management ","6 to 10 years","Industry/Private Sector",2026
"R_70VJpqcnyAnkhrd","","","Rhamnus",NA,NA,"Invasive plant management ","10+ years"," Federal Government",2026
"R_7VkJOJfqQVQIeaJ","","","Rhamnus",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_6lTHjtkh1sEDnI5","","","Rhamnus",NA,NA,"Invasive plant management ","10+ years","City/Municipal Government",2026
"R_1R7LLAFJb1LBMUs","","","Rhamnus",NA,NA,"Other (I work with invasive plants but not as a manager, researcher, or extension)","10+ years","City/Municipal Government",2026
"R_3Ed8zccgOdxwidw","Massachusetts","Network of sites within one state/province","Rhamnus",NA,"At the same time despite changing phenology","Other (I work with invasive plants but not as a manager, researcher, or extension)","10+ years","City/Municipal Government",2026
"R_1WTqJZcZYSTzw9r","Massachusetts","Network of sites within one state/province","Rhamnus",NA,NA,"Invasive plant management ","10+ years","City/Municipal Government",2026
"R_3OGBM6o4yQRvwEn","","","Rhamnus",NA,NA,"Invasive plant management ","10+ years","State Government",2026
"R_7ZUfZ0EoHO82Ct3","Rhode Island","Network of sites within one state/province","Rhamnus",NA,NA,"Invasive plant management ","6 to 10 years","Industry/Private Sector",2026
"R_7LtBVQF3oMdXK43","Rhode Island","Network of sites within one state/province","Rhamnus",15,"I don't know","Invasive plant management ","10+ years","City/Municipal Government",2026
"R_6v6zS7fh3pNYONc","Rhode Island","Single site","Rhamnus",2,NA,"Other (I work with invasive plants but not as a manager, researcher, or extension)","2 to 5 years","Other",2026
"R_7ruVXN9zGGFj8PP","","","Rhamnus",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_3yyfFWg95WycPex","","","Rhamnus",NA,NA,"Other (I work with invasive plants but not as a manager, researcher, or extension)","","",2026
"R_1JJfcg6oyDxaT5A","Massachusetts"," Other (please specify)","Rhamnus",NA,NA,"Invasive plant management ","6 to 10 years","City/Municipal Government",2026
"R_11o17QfsvfWApgk","","","Rhamnus",NA,NA,"Invasive plant management ","2 to 5 years","Other",2026
"R_6lmHqDoeOsHSoaS","","","Rhamnus",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_5H6Li12o7rFfCKo","Rhode Island","Network of sites within one state/province","Rhamnus",NA,NA,"Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_1IK1zmHYH4eQYCk","","","Rhamnus",NA,NA,"Other (I work with invasive plants but not as a manager, researcher, or extension)","10+ years","Industry/Private Sector",2026
"R_5Wq0E6HaA5m9qff","","","Rhamnus",NA,NA,"Invasive plant management ","2 to 5 years","Industry/Private Sector",2026
"R_3ARL2cDGTk7zKgA","","","Rhamnus",NA,NA,"Invasive plant management ","2 to 5 years"," Federal Government",2026
"R_6LLpweNUzNwXVK0","","","Rhamnus",NA,NA,"Invasive plant management ","10+ years","State Government",2026
"R_7m7C7EaiBeZJQaV","","","Rhamnus",NA,NA,"Invasive plant management ","10+ years","State Government",2026
"R_5qUrwQvpvR9WCbu","","","Rhamnus",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_5rdlHlOy7XfBCJX","Rhode Island","Network of sites within one state/province","Rhamnus",5,"At the same time despite changing phenology","Invasive plant management ","6 to 10 years","State Government",2026
"R_5P7oHOKNRPxEdVi","Rhode Island","Multi-state network of sites","Rhamnus",5,"I don't know","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_7juXrkATSSXEEWR","Rhode Island","Single site","Rhamnus",NA,NA,"Invasive plant management ","2 to 5 years","Academia/University",2026
"R_6TeQWnjYuiUib97","","","Rhamnus",NA,NA,"Invasive plant management ","10+ years"," Federal Government",2026
"R_72Qcgs1SBusLtRG","","","Rhamnus",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_6nZmztnJcwl9AVb","","","Rhamnus",NA,NA,"Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_37Vfwq15uXhdIgh","Rhode Island","Single site","Rhamnus",8,"Other","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_1rulinctmzIgvBI","","","Rhamnus",NA,NA,"Other (I work with invasive plants but not as a manager, researcher, or extension)","10+ years","State Government",2026
"R_6OPWPfcr0PAOayV","","","Rhamnus",NA,NA,"Invasive plant management ","10+ years","Academia/University",2026
"R_7UruNBQd0Y8n6Ux","","","Rhamnus",NA,NA,"Other (I work with invasive plants but not as a manager, researcher, or extension)","2 to 5 years","City/Municipal Government",2026
"R_1VJGG3FtP1BNjqh","","","Rhamnus",NA,NA,"Invasive plant management ","2 to 5 years","State Government",2026
"R_3NEXolvT2aoz9fJ","Massachusetts","Network of sites within one state/province","Rhamnus",NA,NA,"Invasive plant management ","10+ years","City/Municipal Government",2026
"R_5kz0oYyfOiMttKx","","","Rhamnus",NA,NA,"Invasive plant management ","10+ years","County Government",2026
"R_8jIzNg7tthD13SR","","","Rhamnus",NA,NA,"Invasive plant management ","2 to 5 years","",2026
"R_7pKymxAKzskP9AS","Wisconsin","Multi-state network of sites","Rhamnus",15,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_6TwcquuD3bjEFcR","","","Rhamnus",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_5gHFiq6DKC8WPVl","Ontario","Network of sites within one state/province","Rhamnus",30,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_1EtnCOEq5OaDHli","Massachusetts"," Other (please specify)","Rhamnus",5,"Other","Invasive plant management ","10+ years","City/Municipal Government",2026
"R_7MHtOez4Anav6YF","New York","Network of sites within one state/province","Rhamnus",NA,NA,"Invasive plant extension","6 to 10 years","Nongovernmental Organization",2026
"R_123YdmqmEk1Jkot","Vermont","Network of sites within one state/province","Rhamnus",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_6jVAdbjxfGf7ZNc","Maryland","Network of sites within one state/province","Rhamnus",NA,NA,"Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_6cjtxoiHCtyfyOA","Pennsylvania","Network of sites within one state/province","Rhamnus",NA,NA,"Invasive plant management ","6 to 10 years","City/Municipal Government",2026
"R_3PQOLiHs19fSpEi","Virginia","Network of sites within one state/province","Rhamnus",NA,NA,"Invasive plant management ","10+ years","State Government",2026
"R_5Kr2fz6TZxQx0Uu","Connecticut","Single site","Rhamnus",2,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology,Starting earlier or ending later for other reasons","Other (I work with invasive plants but not as a manager, researcher, or extension)","6 to 10 years","Other",2026
"R_5O3mluByqkoar8r","Massachusetts","Network of sites within one state/province","Rhamnus",NA,NA,"Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_1PALD5SJImcu0vW","New Jersey","Single site","Rhamnus",NA,NA,"Other (I work with invasive plants but not as a manager, researcher, or extension)","Less than 2 years","Academia/University",2026
"R_5qfHk2zmaDiFB9H","","","Rhamnus",NA,NA,"Invasive plant management ","2 to 5 years","City/Municipal Government",2026
"R_7xsgqy7R36JZXWN","Maine","Network of sites within one state/province","Rhamnus",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_7NE7qkhIcoxGnzW","Massachusetts","Network of sites within one state/province","Rhamnus",10,"I don't know","Invasive plant management ","6 to 10 years","State Government",2026
"R_3Z0oewLXyyqJj9v","Virginia","Multi-state network of sites","Rhamnus",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_7iywZfD9qBljGo1","Indiana","Network of sites within one state/province","Rhamnus",6,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","Other",2026
"R_7O1zEpgPIT3fhG0","Massachusetts"," Other (please specify)","Rhamnus",NA,NA,"Invasive plant research/science","10+ years","State Government",2026
"R_3Hq4RrgAKLo0gVL","Massachusetts"," Other (please specify)","Rhamnus",NA,NA,"Invasive plant management ","2 to 5 years","City/Municipal Government",2026
"R_6M9cNcffDgSe0XJ","Massachusetts","Single site","Rhamnus",NA,NA,"Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_1rqNLxE1UVT5Prc","Massachusetts","Single site","Rhamnus",3,"Starting earlier or ending later for other reasons","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_7eqSNbi6mQ46E1Z","Virginia","Multi-state network of sites","Rhamnus",NA,NA,"Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_3lpMOKMac0cgCvT","Massachusetts","Network of sites within one state/province","Rhamnus",4,"At the same time despite changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_3VxbJkG46TDSZKp","Pennsylvania","Multi-state network of sites","Rhamnus",19,"I don't know","Invasive plant management ","10+ years"," Federal Government",2026
"R_7VJD9wh9e3dIbhT","","","Rhamnus",NA,NA,"Invasive plant management ","2 to 5 years","County Government",2026
"R_3r3onaMYzRWNDnM","Michigan","Network of sites within one state/province","Rhamnus",6,NA,"Invasive plant management ","6 to 10 years","County Government",2026
"R_5O9uAodgBqlcrtL","Massachusetts","Network of sites within one state/province","Rhamnus",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_7eIWAtq2GMEMKZB","","","Rhamnus",NA,NA,"Invasive plant management ","6 to 10 years","County Government",2026
"R_5pzvxrP2azfmvYJ","Michigan","Network of sites within one state/province","Rhamnus",14,"Starting earlier or ending later for other reasons","Invasive plant management ","10+ years","Other",2026
"R_1SiSMaprnccNWqw","","","Rhamnus",NA,NA,"Invasive plant management ","10+ years","Academia/University",2026
"R_159fMUBbmt98DlL","Pennsylvania","Network of sites within one state/province","Rhamnus",NA,NA,"Invasive plant management ","10+ years","County Government",2026
"R_7IvjAhNgByZUh4p","Michigan","Network of sites within one state/province","Rhamnus",10,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","City/Municipal Government",2026
"R_1CCn7PCFILz7KFm","Vermont","Network of sites within one state/province","Rhamnus",15,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_74FeknDhSsDq3Tj","Virginia","Multi-state network of sites","Rhamnus",10,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","Industry/Private Sector",2026
"R_6lGDmKoRK5yHshi","Maine","Single site","Rhamnus",NA,NA,"Invasive plant management ","10+ years"," Federal Government",2026
"R_6Q75yjxK5fIfXwZ","Maryland","Network of sites within one state/province","Rhamnus",NA,NA,"Invasive plant management ","10+ years","County Government",2026
"R_3e8YdoUiS4iZyX0","Michigan","Network of sites within one state/province","Rhamnus",6,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","County Government",2026
"R_1sgWsf7L6yujFg5","","","Rhamnus",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_6k5s99xAPEwJubB","","","Rhamnus",NA,NA,"Other (I work with invasive plants but not as a manager, researcher, or extension)","6 to 10 years","Industry/Private Sector",2026
"R_5rPb2zVGsc4pAbH","","","Rhamnus",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_7B9gKVBYajQN8hK","Vermont","Single site","Rhamnus",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_1rToJidTCVDG2zt","","","Rhamnus",NA,NA,"","","",2026
"R_3v2sceCCfhGq8lq","","","Rhamnus",NA,NA,"Invasive plant management ","10+ years"," Federal Government",2026
"R_32gPxxtyQJpSRY3","","","Rhamnus",NA,NA,"Invasive plant management ","6 to 10 years","Industry/Private Sector",2026
"R_3xWmMycsOGyULC1","","","Rhamnus",NA,NA,"Invasive plant management ","6 to 10 years","Industry/Private Sector",2026
"R_3QXZGwcQhPlWvgJ","","","Rhamnus",NA,NA,"Invasive plant management ","Less than 2 years","Industry/Private Sector",2026
"R_1jvRN5ofBQAxAQE","Rhode Island","Single site","Rhamnus",NA,NA,"Invasive plant research/science","6 to 10 years","Other",2026
"R_3hWNnsHnfqeyPMg","Nova Scotia"," Other (please specify)","Rhamnus",NA,"I don't know","Invasive plant management ","6 to 10 years","City/Municipal Government",2026
"R_3PSIjLonB3jZ76Z","Massachusetts","Network of sites within one state/province","Rhamnus",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_1ScfuL7XgzhpxaV","","","Rhamnus",NA,NA,"Invasive plant management ","6 to 10 years","State Government",2026
"R_8R7GRWI3GXEnwBA","","","Rhamnus",NA,NA,"Invasive plant management ","Less than 2 years","Other",2026
"R_1LaAlozsBlD295T","","","Rhamnus",NA,NA,"Invasive plant management ","2 to 5 years","State Government",2026
"R_6lrYkWkKQhouXhn","","","Rhamnus",NA,NA,"Invasive plant management ","2 to 5 years","Industry/Private Sector",2026
"R_50qjuaKK1fHxlN2","","","Rhamnus",NA,NA,"Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_3YsNgjgIfC3NqDf","Ontario","Network of sites within one state/province","Rhamnus",8,"At the same time despite changing phenology","Invasive plant management ","2 to 5 years","City/Municipal Government",2026
"R_1OfwKlCXtu2ZYoa","Vermont"," Other (please specify)","Rhamnus",2,"At the same time despite changing phenology","Other (I work with invasive plants but not as a manager, researcher, or extension)","2 to 5 years","Other",2026
"R_7jZpgrqPT21G0fj","Vermont","Single site","Rhamnus",15,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","State Government",2026
"R_72kkuad3qhapSZX","","","Rhamnus",NA,NA,"Invasive plant management ","2 to 5 years","Industry/Private Sector",2026
"R_5f0dgF6wdYD8aPv","Maine","Network of sites within one state/province","Rhamnus",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_5hQBXjZIjlvOnwI","","","Rhamnus",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_1qy7WTheMwbhV4L","","","Rhamnus",NA,NA,"Invasive plant management ","","",2026
"R_74tUh5A4LYDIC7C","","","Rhamnus",NA,NA,"Invasive plant research/science","10+ years","Academia/University",2026
"R_5qkCGdkYMrMi4mi","","","Rhamnus",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_6k7nGmAzbYCMRWh","","","Rhamnus",NA,NA,"Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_3czW0elEWrqM3dv","","","Rhamnus",NA,NA,"Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_3zf23EpPGWmmgbT","","","Rhamnus",NA,NA,"Invasive plant management ","2 to 5 years","City/Municipal Government",2026
"R_5Wv4cSQFvRcSQJo","","","Rhamnus",NA,NA,"","","",2026
"R_6qz95LjQZYg8Q3h","","","Rhamnus",NA,NA,"Invasive plant management ","6 to 10 years","Other",2026
"R_1r2wFkyc0KCotlD","","","Rhamnus",NA,NA,"Other (I work with invasive plants but not as a manager, researcher, or extension)","10+ years","State Government",2026
"R_39bmMHLSDMvJn7X","Kentucky","","Rhamnus",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_7trEkkEa4dBA5bM","","","Rhamnus",NA,NA,"Invasive plant management ","6 to 10 years","Industry/Private Sector",2026
"R_7MuGpUDOlJPDdV5","","","Rhamnus",NA,NA,"Invasive plant management ","6 to 10 years","",2026
"R_5IWAlbGZL3GFq67","","","Rhamnus",NA,NA,"Invasive plant management ","10+ years","State Government",2026
"R_7KUC02XqiV6Bqnd","Pennsylvania","Network of sites within one state/province","Rhamnus",3,"I don't know","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_5S7zyRYMYbjwkjv","","","Rhamnus",NA,NA,"Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_6GdBoCs86X7eZOA","Massachusetts","Network of sites within one state/province","Rhamnus",NA,NA,"Invasive plant management ","2 to 5 years","City/Municipal Government",2026
"R_5LbQSP06StAQnss","Massachusetts","Multi-state network of sites","Rhamnus",NA,NA,"Invasive plant management ","6 to 10 years","Other",2026
"R_6aQAI6BcidxDPt7","Wisconsin","Network of sites within one state/province","Rhamnus",8,"I don't know","Invasive plant management ","6 to 10 years","County Government",2026
"R_5OBOhf0OnReyYgF","","","Rhamnus",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_6Fo0ZopTqu7WiTn","","","Rhamnus",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_1dSKxWFlxmjUAqp","","","Rhamnus",NA,NA,"","","",2026
"R_60ARNzxS7klkTeJ","","","Rhamnus",NA,NA,"Invasive plant management ","2 to 5 years","State Government",2026
"R_3jDvchw2cDxqtZu","","","Rhamnus",NA,NA,"Invasive plant management ","10+ years","City/Municipal Government",2026
"R_5TC90zZy8XOlfiw","","","Rhamnus",NA,NA,"Other (I work with invasive plants but not as a manager, researcher, or extension)","2 to 5 years","Other",2026
"R_3xVIgqFc98T9Vuf","","","Rhamnus",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_10IfCIoksS1OX3o","","","Rhamnus",NA,NA,"Invasive plant management ","2 to 5 years","State Government",2026
"R_1HoxFjzPiQm4m03","","","Rhamnus",NA,NA,"Invasive plant management ","10+ years","Tribal/First Nation",2026
"R_71ZVtBlsOsKAYxH","","","Rhamnus",NA,NA,"Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_1cXJB7R9H2DR8Me","","","Rhamnus",NA,NA,"Invasive plant management ","6 to 10 years","City/Municipal Government",2026
"R_6y5SxuWb3DWCEJX","New York","Multi-state network of sites","Rhamnus",NA,NA,"Invasive plant management ","10+ years","State Government",2026
"R_18TmFQkpnrjFRDS","","","Rhamnus",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_1IvpUjUVXHoOlPW","Vermont","Single site","Rhamnus",12,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_1CPpZZHz8wkcCeR","","","Rhamnus",NA,NA,"Invasive plant management ","10+ years","City/Municipal Government",2026
"R_7ZJRu0abbATItQu","North Carolina","Network of sites within one state/province","Rhamnus",NA,NA,"Invasive plant management ","10+ years","County Government",2026
"R_1pRmejXRGZA9vDU","","","Rhamnus",NA,NA,"Other (I work with invasive plants but not as a manager, researcher, or extension)","2 to 5 years","Other",2026
"R_1wJZWNOKIuagkwx","","","Rhamnus",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_5G3TsIidDPaoaK6","","","Rhamnus",NA,NA,"Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_3902hyT2s9BLKoB","","","Rhamnus",NA,NA,"","","",2026
"R_7sbq6ayzwLi9Bex","Massachusetts","Multi-state network of sites","Rhamnus",NA,"I don't know","Invasive plant management ","2 to 5 years","Industry/Private Sector",2026
"R_70N2YgQ7thcn06s","Massachusetts"," Other (please specify)","Rhamnus",4,NA,"Invasive plant management ","6 to 10 years","Other",2026
"R_77YAH73ER57ZnBn","Kentucky","Network of sites within one state/province","Rhamnus",NA,NA,"Invasive plant management ","10+ years","Academia/University",2026
"R_3G9fjD3aUkxTH1a","Maryland","Network of sites within one state/province","Rhamnus",NA,NA,"Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_5UXKN47dXwQas3T","Wisconsin","Multi-state network of sites","Rhamnus",30,"I don't know","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_5RehWcfd4oBoyZP","Massachusetts","Single site","Rhamnus",20,"I don't know","Other (I work with invasive plants but not as a manager, researcher, or extension)","10+ years","Other",2026
"R_51hjoFYUg74WFmz","Massachusetts","Network of sites within one state/province","Rhamnus",25,"At the same time due to no change in phenology","Invasive plant management ","10+ years"," Federal Government",2026
"R_3mwJdcOf68mSU8i","Ohio"," Other (please specify)","Rhamnus",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_3odqWeiPriybrSx","Maryland","Multi-state network of sites","Rhamnus",NA,NA,"Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_1CYOTQgtqXxrJVT","","","Rhamnus",NA,NA,"Invasive plant management ","Less than 2 years","City/Municipal Government",2026
"R_6RfvvrSVaZFoLRH","Virginia","Network of sites within one state/province","Rhamnus",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_7lReh6jChp3mr3j","","","Rhamnus",NA,NA,"Invasive plant management ","10+ years","County Government",2026
"R_1EGs8JgbiTLIdrk","Michigan","Multi-state network of sites","Rhamnus",15,"Starting earlier or ending later for other reasons,At the same time despite changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_3Si9tax1RwMIZLT","Massachusetts","Multi-state network of sites","Rhamnus",9,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_30IW0CAhgxCoxyt","","","Rhamnus",NA,NA,"Invasive plant management ","6 to 10 years","State Government",2026
"R_10wNFmXFZwwHl68","","","Rhamnus",NA,NA,"Invasive plant management ","6 to 10 years","City/Municipal Government",2026
"R_1MLq4wF0YdEl13o","","","Rhamnus",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_539dKtH3hwOhQTV","","","Rhamnus",NA,NA,"Invasive plant management ","2 to 5 years","State Government",2026
"R_74qmsdPMq35BLZY","","","Rhamnus",NA,NA,"Invasive plant management ","10+ years","State Government",2026
"R_1mfmWo3SZAFBgFX","New York","Network of sites within one state/province","Rhamnus",NA,NA,"Invasive plant management ","2 to 5 years","State Government",2026
"R_33eM59cJ5s2BcNa","","","Rhamnus",NA,NA,"Other (I work with invasive plants but not as a manager, researcher, or extension)","2 to 5 years","City/Municipal Government",2026
"R_6Odpal5AJL9iMkL","","","Rhamnus",NA,NA,"","","",2026
"R_5K6YqAup8jU5DGg","","","Rhamnus",NA,NA,"Invasive plant management ","10+ years","City/Municipal Government",2026
"R_62Ll7ZFWepKPSWn","Maine","Multi-state network of sites","Rhamnus",28,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_1flgE1bOQDY1J2D","Maine","Single site","Rhamnus",3,"I don't know","Invasive plant management ","6 to 10 years","Other",2026
"R_3Xof06Wl6uTCmnD","New York","Network of sites within one state/province","Rhamnus",10,"Starting earlier or ending later for other reasons","Invasive plant management ","10+ years","State Government",2026
"R_1cyXcPrvH8Eq3Dz","","","Rhamnus",NA,NA,"","","",2026
"R_3lWumIYfy2qG65b","New York","Network of sites within one state/province","Rhamnus",1,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","State Government",2026
"R_70UIFBzhIKuqskM","New York","Network of sites within one state/province","Rhamnus",3,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","State Government",2026
"R_7NTYejGCvqGhEQB","New York","Network of sites within one state/province","Rhamnus",3,"At the same time due to no change in phenology","Invasive plant management ","10+ years","State Government",2026
"R_302k1tiovkvc8vo","","","Rhamnus",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_5fD2mEaMt50J8cx","New York","Network of sites within one state/province","Rhamnus",NA,NA,"Invasive plant management ","6 to 10 years","State Government",2026
"R_12QSTOpecXUjRmZ","","","Rhamnus",NA,NA,"Invasive plant management ","Less than 2 years","Nongovernmental Organization",2026
"R_5S1wzXLPgsnd5Z3","","","Rhamnus",NA,NA,"Invasive plant management ","6 to 10 years","State Government",2026
"R_3OGXoylU3DboPJf","Vermont","Single site","Rhamnus",10,"Other","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_6waxO7UCLnF3DXP","","","Rhamnus",NA,NA,"Invasive plant management ","2 to 5 years","Other",2026
"R_5RkcGErB0fqr9Fn","","","Rhamnus",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_3efMgXIbxCQJW7v","","","Rhamnus",NA,NA,"Invasive plant management ","10+ years","State Government",2026
"R_3gMvrHyxKxXqJCk","","","Rhamnus",NA,NA,"Invasive plant management ","2 to 5 years","State Government",2026
"R_6P66nrY1kWthDSg","","","Rhamnus",NA,NA,"Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_1joI8GJ4ZVWYvZu","","","Rhamnus",NA,NA,"","","",2026
"R_3hrUIBYt44CRBWV","New York","Network of sites within one state/province","Rhamnus",NA,"I don't know","Invasive plant management ","2 to 5 years","State Government",2026
"R_7mleLpdbPvb6bxt","Connecticut","Network of sites within one state/province","Rhamnus",1,"At the same time due to no change in phenology","Invasive plant management ","2 to 5 years","Industry/Private Sector",2026
"R_1dgVycaBm6OVXn0","","","Rhamnus",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_5Lj6I9neF7g4DE2","New York","Single site","Miscanthus",NA,NA,"Invasive plant research/science","10+ years","Academia/University",2026
"R_7GwBwiGreoKhfNs","Massachusetts","Network of sites within one state/province","Miscanthus",NA,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","County Government",2026
"R_5rHa6I5vBes9eDX","Vermont","Network of sites within one state/province","Miscanthus",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_7BlmJOATPprWieR","Pennsylvania","Network of sites within one state/province","Miscanthus",NA,NA,"Invasive plant management ","2 to 5 years","County Government",2026
"R_7zqDdqzI3278NXi","Maryland","Network of sites within one state/province","Miscanthus",NA,"I don't know","Invasive plant management ","10+ years","State Government",2026
"R_5hAPDFkgmRMkZzy","New York","Network of sites within one state/province","Miscanthus",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_7qkAjat39MtPBoG","Massachusetts","Network of sites within one state/province","Miscanthus",NA,NA,"Invasive plant management ","10+ years"," Federal Government",2026
