"ResponseId","state","juris","species","dur","freqchange","field","career","agency","surveyYear"
"R_3902hyT2s9BLKoB","","","Cytisus",NA,"","","","",2026
"R_7sbq6ayzwLi9Bex","Massachusetts","Multi-state network of sites","Cytisus",NA,"","Invasive plant management ","2 to 5 years","Industry/Private Sector",2026
"R_70N2YgQ7thcn06s","Massachusetts"," Other (please specify)","Cytisus",NA,"","Invasive plant management ","6 to 10 years","Other",2026
"R_77YAH73ER57ZnBn","Kentucky","Network of sites within one state/province","Cytisus",NA,"","Invasive plant management ","10+ years","Academia/University",2026
"R_3G9fjD3aUkxTH1a","Maryland","Network of sites within one state/province","Cytisus",NA,"","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_5UXKN47dXwQas3T","Wisconsin","Multi-state network of sites","Cytisus",NA,"","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_5RehWcfd4oBoyZP","Massachusetts","Single site","Cytisus",NA,"","Other (I work with invasive plants but not as a manager, researcher, or extension)","10+ years","Other",2026
"R_51hjoFYUg74WFmz","Massachusetts","Network of sites within one state/province","Cytisus",NA,"","Invasive plant management ","10+ years"," Federal Government",2026
"R_3mwJdcOf68mSU8i","Ohio"," Other (please specify)","Cytisus",NA,"","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_3odqWeiPriybrSx","Maryland","Multi-state network of sites","Cytisus",NA,"","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_1CYOTQgtqXxrJVT","","","Cytisus",NA,"","Invasive plant management ","Less than 2 years","City/Municipal Government",2026
"R_6RfvvrSVaZFoLRH","Virginia","Network of sites within one state/province","Cytisus",NA,"","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_7lReh6jChp3mr3j","","","Cytisus",NA,"","Invasive plant management ","10+ years","County Government",2026
"R_1EGs8JgbiTLIdrk","Michigan","Multi-state network of sites","Cytisus",NA,"","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_3Si9tax1RwMIZLT","Massachusetts","Multi-state network of sites","Cytisus",NA,"","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_30IW0CAhgxCoxyt","","","Cytisus",NA,"","Invasive plant management ","6 to 10 years","State Government",2026
"R_10wNFmXFZwwHl68","","","Cytisus",NA,"","Invasive plant management ","6 to 10 years","City/Municipal Government",2026
"R_1MLq4wF0YdEl13o","","","Cytisus",NA,"","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_539dKtH3hwOhQTV","","","Cytisus",NA,"","Invasive plant management ","2 to 5 years","State Government",2026
"R_74qmsdPMq35BLZY","","","Cytisus",NA,"","Invasive plant management ","10+ years","State Government",2026
"R_1mfmWo3SZAFBgFX","New York","Network of sites within one state/province","Cytisus",NA,"","Invasive plant management ","2 to 5 years","State Government",2026
"R_33eM59cJ5s2BcNa","","","Cytisus",NA,"","Other (I work with invasive plants but not as a manager, researcher, or extension)","2 to 5 years","City/Municipal Government",2026
"R_6Odpal5AJL9iMkL","","","Cytisus",NA,"","","","",2026
"R_5K6YqAup8jU5DGg","","","Cytisus",NA,"","Invasive plant management ","10+ years","City/Municipal Government",2026
"R_62Ll7ZFWepKPSWn","Maine","Multi-state network of sites","Cytisus",NA,"","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_1flgE1bOQDY1J2D","Maine","Single site","Cytisus",NA,"","Invasive plant management ","6 to 10 years","Other",2026
"R_3Xof06Wl6uTCmnD","New York","Network of sites within one state/province","Cytisus",NA,"","Invasive plant management ","10+ years","State Government",2026
"R_1cyXcPrvH8Eq3Dz","","","Cytisus",NA,"","","","",2026
"R_3lWumIYfy2qG65b","New York","Network of sites within one state/province","Cytisus",NA,"","Invasive plant management ","6 to 10 years","State Government",2026
"R_70UIFBzhIKuqskM","New York","Network of sites within one state/province","Cytisus",NA,"","Invasive plant management ","10+ years","State Government",2026
"R_7NTYejGCvqGhEQB","New York","Network of sites within one state/province","Cytisus",NA,"","Invasive plant management ","10+ years","State Government",2026
"R_302k1tiovkvc8vo","","","Cytisus",NA,"","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_5fD2mEaMt50J8cx","New York","Network of sites within one state/province","Cytisus",NA,"","Invasive plant management ","6 to 10 years","State Government",2026
"R_12QSTOpecXUjRmZ","","","Cytisus",NA,"","Invasive plant management ","Less than 2 years","Nongovernmental Organization",2026
"R_5S1wzXLPgsnd5Z3","","","Cytisus",NA,"","Invasive plant management ","6 to 10 years","State Government",2026
"R_3OGXoylU3DboPJf","Vermont","Single site","Cytisus",NA,"","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_6waxO7UCLnF3DXP","","","Cytisus",NA,"","Invasive plant management ","2 to 5 years","Other",2026
"R_5RkcGErB0fqr9Fn","","","Cytisus",NA,"","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_3efMgXIbxCQJW7v","","","Cytisus",NA,"","Invasive plant management ","10+ years","State Government",2026
"R_3gMvrHyxKxXqJCk","","","Cytisus",NA,"","Invasive plant management ","2 to 5 years","State Government",2026
"R_6P66nrY1kWthDSg","","","Cytisus",NA,"","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_1joI8GJ4ZVWYvZu","","","Cytisus",NA,"","","","",2026
"R_3hrUIBYt44CRBWV","New York","Network of sites within one state/province","Cytisus",NA,"","Invasive plant management ","2 to 5 years","State Government",2026
"R_7mleLpdbPvb6bxt","Connecticut","Network of sites within one state/province","Cytisus",NA,"","Invasive plant management ","2 to 5 years","Industry/Private Sector",2026
"R_1dgVycaBm6OVXn0","","","Cytisus",NA,"","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_5Lj6I9neF7g4DE2","New York","Single site","Centaurea",NA,"","Invasive plant research/science","10+ years","Academia/University",2026
"R_7GwBwiGreoKhfNs","Massachusetts","Network of sites within one state/province","Centaurea",NA,"At the same frequency due to no change in phenology","Invasive plant management ","6 to 10 years","County Government",2026
"R_5rHa6I5vBes9eDX","Vermont","Network of sites within one state/province","Centaurea",NA,"","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_7BlmJOATPprWieR","Pennsylvania","Network of sites within one state/province","Centaurea",NA,"","Invasive plant management ","2 to 5 years","County Government",2026
"R_7zqDdqzI3278NXi","Maryland","Network of sites within one state/province","Centaurea",NA,"","Invasive plant management ","10+ years","State Government",2026
"R_5hAPDFkgmRMkZzy","New York","Network of sites within one state/province","Centaurea",5,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_7qkAjat39MtPBoG","Massachusetts","Network of sites within one state/province","Centaurea",5,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years"," Federal Government",2026
"R_6yLkjZOTEZ3TCvv","Pennsylvania","Network of sites within one state/province","Centaurea",NA,"","Invasive plant management ","10+ years","City/Municipal Government",2026
"R_12MfvXiIwliM6mq","Virginia","Network of sites within one state/province","Centaurea",2,"At the same frequency due to no change in phenology","Invasive plant management ","2 to 5 years","Academia/University",2026
"R_5EsAG4x9K525yff","Pennsylvania","Network of sites within one state/province","Centaurea",NA,"","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_6MLoZbpghsD1jBA","Maine","Network of sites within one state/province","Centaurea",7,"More or less frequently for other reasons","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_5upMJmCgVD9qgCQ","Pennsylvania","Network of sites within one state/province","Centaurea",NA,"","Invasive plant management ","2 to 5 years","Other",2026
"R_1g744XrqigaNK4J","Maine","Network of sites within one state/province","Centaurea",NA,"","Invasive plant management ","6 to 10 years","Industry/Private Sector",2026
"R_1iYNKPtBS1R7wpb","Massachusetts","Network of sites within one state/province","Centaurea",NA,"","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_5pi0PucgobcikIW","Michigan","Network of sites within one state/province","Centaurea",4,"More or less frequently for other reasons","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_6mKyKLJpY6xRXXP","Maine"," Other (please specify)","Centaurea",NA,"","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_7MX2SC8EZ3jK5k5","Vermont","Network of sites within one state/province","Centaurea",NA,"","Invasive plant management ","2 to 5 years","State Government",2026
"R_6JCxiOL4bNouMvv","New York","Network of sites within one state/province","Centaurea",NA,"I don’t know","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_1rOVdJJFOEUqHhn","New York","Single site","Centaurea",NA,"","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_3rk1Kc6ds2b1R97","New York","Network of sites within one state/province","Centaurea",3,"At the same frequency due to no change in phenology","Invasive plant management ","2 to 5 years","State Government",2026
"R_3mKv72r4xrcaBzP","","","Centaurea",NA,"","Invasive plant management ","10+ years","State Government",2026
"R_3DHks2vVgdNJOBn","Michigan","Network of sites within one state/province","Centaurea",5,"At the same frequency due to no change in phenology","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_5FqDfQSEijhcVoz","Vermont","Multi-state network of sites","Centaurea",5,"More frequently due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_13xaGsGqqLXdwtw","Michigan","Network of sites within one state/province","Centaurea",NA,"","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_5EgSX1WrmV8JNfE","Massachusetts"," Other (please specify)","Centaurea",3,"Other","Invasive plant management ","2 to 5 years","State Government",2026
"R_5V0AX8smWwEqt7X","Quebec","Network of sites within one state/province","Centaurea",4,"At the same frequency despite a change in phenology","Invasive plant management ","6 to 10 years","Tribal/First Nation",2026
"R_5q56JqF0jN1J5xT","New Hampshire","Multi-state network of sites","Centaurea",NA,"","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_1o1IP2Qx1ssmPyC","Nova Scotia","Network of sites within one state/province","Centaurea",NA,"","Invasive plant management ","2 to 5 years","City/Municipal Government",2026
"R_72Pfw8uP98OJPoM","Maryland","Single site","Centaurea",NA,"","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_6PgMN2Ont2gs1u9","Vermont","Network of sites within one state/province","Centaurea",NA,"","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_3OZoTtXsYc0ZVCo","Michigan","Network of sites within one state/province","Centaurea",20,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","State Government",2026
"R_3l6nHVEdBFb0wAn","Vermont","Multi-state network of sites","Centaurea",NA,"","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_1EciEKujj6l77zC","Wisconsin","Network of sites within one state/province","Centaurea",NA,"","Invasive plant management ","10+ years","Other",2026
"R_1nGlxwRGRwMbHVL","Massachusetts","Network of sites within one state/province","Centaurea",4,"I don’t know","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_7EvlQO9OfQ8OoER","Michigan","Network of sites within one state/province","Centaurea",NA,"","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_5GB0QBBYaO426fP","Maine","Single site","Centaurea",NA,"","Invasive plant management ","10+ years","City/Municipal Government",2026
"R_6b7y38YC6VhzhAZ","New Jersey"," Other (please specify)","Centaurea",NA,"","Invasive plant management ","6 to 10 years","County Government",2026
"R_1D5srXkx8ozWrQm","Maryland","Single site","Centaurea",NA,"","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_5IQt3joF5gjoi45","Kentucky","Network of sites within one state/province","Centaurea",NA,"","Invasive plant management ","Less than 2 years","State Government",2026
"R_7hyxXh2ErgDPMt7","New York","Network of sites within one state/province","Centaurea",NA,"","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_1eg0HmIa9IVjxvH","Massachusetts","Network of sites within one state/province","Centaurea",NA,"","Invasive plant extension","2 to 5 years","Nongovernmental Organization",2026
"R_3EtnKAg5tMJYzSl","Massachusetts"," Other (please specify)","Centaurea",NA,"","Invasive plant management ","6 to 10 years","City/Municipal Government",2026
"R_1EsfjygrCBEI1cq","New Jersey","Network of sites within one state/province","Centaurea",NA,"","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_3Qxjb9i4NVkgesX","Massachusetts","Network of sites within one state/province","Centaurea",NA,"","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_3PzWGqhIUBzmbzp","","","Centaurea",NA,"","Invasive plant management ","2 to 5 years","City/Municipal Government",2026
"R_3It0HPLbosFg3wu","","","Centaurea",NA,"","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_3fxbfzneNp2w3BP","","","Centaurea",NA,"","Invasive plant management ","Less than 2 years","City/Municipal Government",2026
"R_6o15GGjgmAdaYPD","","","Centaurea",NA,"","Invasive plant management ","10+ years","State Government",2026
"R_67kivzE9a2s9zZ7","Massachusetts","Network of sites within one state/province","Centaurea",NA,"","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_7QcRDSoOG1qmQP4","","","Centaurea",NA,"","Invasive plant management ","2 to 5 years","State Government",2026
"R_1oAPk4LY3k97Lu7","","","Centaurea",NA,"","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_7aKbwoxpNTR2XNg","","","Centaurea",NA,"","Invasive plant management ","6 to 10 years","Industry/Private Sector",2026
"R_70VJpqcnyAnkhrd","","","Centaurea",NA,"","Invasive plant management ","10+ years"," Federal Government",2026
"R_7VkJOJfqQVQIeaJ","","","Centaurea",NA,"","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_6lTHjtkh1sEDnI5","","","Centaurea",NA,"","Invasive plant management ","10+ years","City/Municipal Government",2026
"R_1R7LLAFJb1LBMUs","","","Centaurea",NA,"","Other (I work with invasive plants but not as a manager, researcher, or extension)","10+ years","City/Municipal Government",2026
"R_3Ed8zccgOdxwidw","Massachusetts","Network of sites within one state/province","Centaurea",NA,"","Other (I work with invasive plants but not as a manager, researcher, or extension)","10+ years","City/Municipal Government",2026
"R_1WTqJZcZYSTzw9r","Massachusetts","Network of sites within one state/province","Centaurea",NA,"","Invasive plant management ","10+ years","City/Municipal Government",2026
"R_3OGBM6o4yQRvwEn","","","Centaurea",NA,"","Invasive plant management ","10+ years","State Government",2026
"R_7ZUfZ0EoHO82Ct3","Rhode Island","Network of sites within one state/province","Centaurea",NA,"","Invasive plant management ","6 to 10 years","Industry/Private Sector",2026
"R_7LtBVQF3oMdXK43","Rhode Island","Network of sites within one state/province","Centaurea",NA,"","Invasive plant management ","10+ years","City/Municipal Government",2026
"R_6v6zS7fh3pNYONc","Rhode Island","Single site","Centaurea",NA,"","Other (I work with invasive plants but not as a manager, researcher, or extension)","2 to 5 years","Other",2026
"R_7ruVXN9zGGFj8PP","","","Centaurea",NA,"","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_3yyfFWg95WycPex","","","Centaurea",NA,"","Other (I work with invasive plants but not as a manager, researcher, or extension)","","",2026
"R_1JJfcg6oyDxaT5A","Massachusetts"," Other (please specify)","Centaurea",NA,"","Invasive plant management ","6 to 10 years","City/Municipal Government",2026
"R_11o17QfsvfWApgk","","","Centaurea",NA,"","Invasive plant management ","2 to 5 years","Other",2026
"R_6lmHqDoeOsHSoaS","","","Centaurea",NA,"","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_5H6Li12o7rFfCKo","Rhode Island","Network of sites within one state/province","Centaurea",NA,"","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_1IK1zmHYH4eQYCk","","","Centaurea",NA,"","Other (I work with invasive plants but not as a manager, researcher, or extension)","10+ years","Industry/Private Sector",2026
"R_5Wq0E6HaA5m9qff","","","Centaurea",NA,"","Invasive plant management ","2 to 5 years","Industry/Private Sector",2026
"R_3ARL2cDGTk7zKgA","","","Centaurea",NA,"","Invasive plant management ","2 to 5 years"," Federal Government",2026
"R_6LLpweNUzNwXVK0","","","Centaurea",NA,"","Invasive plant management ","10+ years","State Government",2026
"R_7m7C7EaiBeZJQaV","","","Centaurea",NA,"","Invasive plant management ","10+ years","State Government",2026
"R_5qUrwQvpvR9WCbu","","","Centaurea",NA,"","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_5rdlHlOy7XfBCJX","Rhode Island","Network of sites within one state/province","Centaurea",NA,"","Invasive plant management ","6 to 10 years","State Government",2026
"R_5P7oHOKNRPxEdVi","Rhode Island","Multi-state network of sites","Centaurea",NA,"","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_7juXrkATSSXEEWR","Rhode Island","Single site","Centaurea",NA,"","Invasive plant management ","2 to 5 years","Academia/University",2026
"R_6TeQWnjYuiUib97","","","Centaurea",NA,"","Invasive plant management ","10+ years"," Federal Government",2026
"R_72Qcgs1SBusLtRG","","","Centaurea",NA,"","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_6nZmztnJcwl9AVb","","","Centaurea",NA,"","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_37Vfwq15uXhdIgh","Rhode Island","Single site","Centaurea",NA,"","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_1rulinctmzIgvBI","","","Centaurea",NA,"","Other (I work with invasive plants but not as a manager, researcher, or extension)","10+ years","State Government",2026
"R_6OPWPfcr0PAOayV","","","Centaurea",NA,"","Invasive plant management ","10+ years","Academia/University",2026
"R_7UruNBQd0Y8n6Ux","","","Centaurea",NA,"","Other (I work with invasive plants but not as a manager, researcher, or extension)","2 to 5 years","City/Municipal Government",2026
"R_1VJGG3FtP1BNjqh","","","Centaurea",NA,"","Invasive plant management ","2 to 5 years","State Government",2026
"R_3NEXolvT2aoz9fJ","Massachusetts","Network of sites within one state/province","Centaurea",NA,"","Invasive plant management ","10+ years","City/Municipal Government",2026
"R_5kz0oYyfOiMttKx","","","Centaurea",NA,"","Invasive plant management ","10+ years","County Government",2026
"R_8jIzNg7tthD13SR","","","Centaurea",NA,"","Invasive plant management ","2 to 5 years","",2026
"R_7pKymxAKzskP9AS","Wisconsin","Multi-state network of sites","Centaurea",15,"At the same frequency due to no change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_6TwcquuD3bjEFcR","","","Centaurea",NA,"","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_5gHFiq6DKC8WPVl","Ontario","Network of sites within one state/province","Centaurea",NA,"","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_1EtnCOEq5OaDHli","Massachusetts"," Other (please specify)","Centaurea",NA,"","Invasive plant management ","10+ years","City/Municipal Government",2026
"R_7MHtOez4Anav6YF","New York","Network of sites within one state/province","Centaurea",NA,"","Invasive plant extension","6 to 10 years","Nongovernmental Organization",2026
"R_123YdmqmEk1Jkot","Vermont","Network of sites within one state/province","Centaurea",NA,"","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_6jVAdbjxfGf7ZNc","Maryland","Network of sites within one state/province","Centaurea",NA,"","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_6cjtxoiHCtyfyOA","Pennsylvania","Network of sites within one state/province","Centaurea",NA,"","Invasive plant management ","6 to 10 years","City/Municipal Government",2026
"R_3PQOLiHs19fSpEi","Virginia","Network of sites within one state/province","Centaurea",NA,"","Invasive plant management ","10+ years","State Government",2026
"R_5Kr2fz6TZxQx0Uu","Connecticut","Single site","Centaurea",NA,"","Other (I work with invasive plants but not as a manager, researcher, or extension)","6 to 10 years","Other",2026
"R_5O3mluByqkoar8r","Massachusetts","Network of sites within one state/province","Centaurea",NA,"","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_1PALD5SJImcu0vW","New Jersey","Single site","Centaurea",NA,"","Other (I work with invasive plants but not as a manager, researcher, or extension)","Less than 2 years","Academia/University",2026
"R_5qfHk2zmaDiFB9H","","","Centaurea",NA,"","Invasive plant management ","2 to 5 years","City/Municipal Government",2026
"R_7xsgqy7R36JZXWN","Maine","Network of sites within one state/province","Centaurea",NA,"","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_7NE7qkhIcoxGnzW","Massachusetts","Network of sites within one state/province","Centaurea",5,"More or less frequently for other reasons","Invasive plant management ","6 to 10 years","State Government",2026
"R_3Z0oewLXyyqJj9v","Virginia","Multi-state network of sites","Centaurea",NA,"","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_7iywZfD9qBljGo1","Indiana","Network of sites within one state/province","Centaurea",NA,"","Invasive plant management ","6 to 10 years","Other",2026
"R_7O1zEpgPIT3fhG0","Massachusetts"," Other (please specify)","Centaurea",NA,"","Invasive plant research/science","10+ years","State Government",2026
"R_3Hq4RrgAKLo0gVL","Massachusetts"," Other (please specify)","Centaurea",20,"More or less frequently for other reasons","Invasive plant management ","2 to 5 years","City/Municipal Government",2026
"R_6M9cNcffDgSe0XJ","Massachusetts","Single site","Centaurea",NA,"","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_1rqNLxE1UVT5Prc","Massachusetts","Single site","Centaurea",3,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_7eqSNbi6mQ46E1Z","Virginia","Multi-state network of sites","Centaurea",20,"More frequently due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_3lpMOKMac0cgCvT","Massachusetts","Network of sites within one state/province","Centaurea",NA,"","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_3VxbJkG46TDSZKp","Pennsylvania","Multi-state network of sites","Centaurea",19,"I don’t know","Invasive plant management ","10+ years"," Federal Government",2026
"R_7VJD9wh9e3dIbhT","","","Centaurea",NA,"","Invasive plant management ","2 to 5 years","County Government",2026
"R_3r3onaMYzRWNDnM","Michigan","Network of sites within one state/province","Centaurea",NA,"","Invasive plant management ","6 to 10 years","County Government",2026
"R_5O9uAodgBqlcrtL","Massachusetts","Network of sites within one state/province","Centaurea",1,"At the same frequency despite a change in phenology","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_7eIWAtq2GMEMKZB","","","Centaurea",NA,"","Invasive plant management ","6 to 10 years","County Government",2026
"R_5pzvxrP2azfmvYJ","Michigan","Network of sites within one state/province","Centaurea",14,"Other","Invasive plant management ","10+ years","Other",2026
"R_1SiSMaprnccNWqw","","","Centaurea",NA,"","Invasive plant management ","10+ years","Academia/University",2026
"R_159fMUBbmt98DlL","Pennsylvania","Network of sites within one state/province","Centaurea",NA,"","Invasive plant management ","10+ years","County Government",2026
"R_7IvjAhNgByZUh4p","Michigan","Network of sites within one state/province","Centaurea",10,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","City/Municipal Government",2026
"R_1CCn7PCFILz7KFm","Vermont","Network of sites within one state/province","Centaurea",8,"I don’t know","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_74FeknDhSsDq3Tj","Virginia","Multi-state network of sites","Centaurea",10,"At the same frequency due to no change in phenology","Invasive plant management ","6 to 10 years","Industry/Private Sector",2026
"R_6lGDmKoRK5yHshi","Maine","Single site","Centaurea",8,"I don’t know","Invasive plant management ","10+ years"," Federal Government",2026
"R_6Q75yjxK5fIfXwZ","Maryland","Network of sites within one state/province","Centaurea",NA,"","Invasive plant management ","10+ years","County Government",2026
"R_3e8YdoUiS4iZyX0","Michigan","Network of sites within one state/province","Centaurea",NA,"","Invasive plant management ","6 to 10 years","County Government",2026
"R_1sgWsf7L6yujFg5","","","Centaurea",NA,"","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_6k5s99xAPEwJubB","","","Centaurea",NA,"","Other (I work with invasive plants but not as a manager, researcher, or extension)","6 to 10 years","Industry/Private Sector",2026
"R_5rPb2zVGsc4pAbH","","","Centaurea",NA,"","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_7B9gKVBYajQN8hK","Vermont","Single site","Centaurea",NA,"","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_1rToJidTCVDG2zt","","","Centaurea",NA,"","","","",2026
"R_3v2sceCCfhGq8lq","","","Centaurea",NA,"","Invasive plant management ","10+ years"," Federal Government",2026
"R_32gPxxtyQJpSRY3","","","Centaurea",NA,"","Invasive plant management ","6 to 10 years","Industry/Private Sector",2026
"R_3xWmMycsOGyULC1","","","Centaurea",NA,"","Invasive plant management ","6 to 10 years","Industry/Private Sector",2026
"R_3QXZGwcQhPlWvgJ","","","Centaurea",NA,"","Invasive plant management ","Less than 2 years","Industry/Private Sector",2026
"R_1jvRN5ofBQAxAQE","Rhode Island","Single site","Centaurea",NA,"","Invasive plant research/science","6 to 10 years","Other",2026
"R_3hWNnsHnfqeyPMg","Nova Scotia"," Other (please specify)","Centaurea",NA,"","Invasive plant management ","6 to 10 years","City/Municipal Government",2026
"R_3PSIjLonB3jZ76Z","Massachusetts","Network of sites within one state/province","Centaurea",NA,"","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_1ScfuL7XgzhpxaV","","","Centaurea",NA,"","Invasive plant management ","6 to 10 years","State Government",2026
"R_8R7GRWI3GXEnwBA","","","Centaurea",NA,"","Invasive plant management ","Less than 2 years","Other",2026
"R_1LaAlozsBlD295T","","","Centaurea",NA,"","Invasive plant management ","2 to 5 years","State Government",2026
"R_6lrYkWkKQhouXhn","","","Centaurea",NA,"","Invasive plant management ","2 to 5 years","Industry/Private Sector",2026
"R_50qjuaKK1fHxlN2","","","Centaurea",NA,"","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_3YsNgjgIfC3NqDf","Ontario","Network of sites within one state/province","Centaurea",NA,"","Invasive plant management ","2 to 5 years","City/Municipal Government",2026
"R_1OfwKlCXtu2ZYoa","Vermont"," Other (please specify)","Centaurea",NA,"","Other (I work with invasive plants but not as a manager, researcher, or extension)","2 to 5 years","Other",2026
"R_7jZpgrqPT21G0fj","Vermont","Single site","Centaurea",NA,"","Invasive plant management ","10+ years","State Government",2026
"R_72kkuad3qhapSZX","","","Centaurea",NA,"","Invasive plant management ","2 to 5 years","Industry/Private Sector",2026
"R_5f0dgF6wdYD8aPv","Maine","Network of sites within one state/province","Centaurea",NA,"","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_5hQBXjZIjlvOnwI","","","Centaurea",NA,"","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_1qy7WTheMwbhV4L","","","Centaurea",NA,"","Invasive plant management ","","",2026
"R_74tUh5A4LYDIC7C","","","Centaurea",NA,"","Invasive plant research/science","10+ years","Academia/University",2026
"R_5qkCGdkYMrMi4mi","","","Centaurea",NA,"","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_6k7nGmAzbYCMRWh","","","Centaurea",NA,"","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
"R_3czW0elEWrqM3dv","","","Centaurea",NA,"","Invasive plant management ","10+ years","Industry/Private Sector",2026
"R_3zf23EpPGWmmgbT","","","Centaurea",NA,"","Invasive plant management ","2 to 5 years","City/Municipal Government",2026
"R_5Wv4cSQFvRcSQJo","","","Centaurea",NA,"","","","",2026
"R_6qz95LjQZYg8Q3h","","","Centaurea",NA,"","Invasive plant management ","6 to 10 years","Other",2026
"R_1r2wFkyc0KCotlD","","","Centaurea",NA,"","Other (I work with invasive plants but not as a manager, researcher, or extension)","10+ years","State Government",2026
"R_39bmMHLSDMvJn7X","Kentucky","","Centaurea",NA,"","Invasive plant management ","10+ years","Nongovernmental Organization",2026
"R_7trEkkEa4dBA5bM","","","Centaurea",NA,"","Invasive plant management ","6 to 10 years","Industry/Private Sector",2026
"R_7MuGpUDOlJPDdV5","","","Centaurea",NA,"","Invasive plant management ","6 to 10 years","",2026
"R_5IWAlbGZL3GFq67","","","Centaurea",NA,"","Invasive plant management ","10+ years","State Government",2026
"R_7KUC02XqiV6Bqnd","Pennsylvania","Network of sites within one state/province","Centaurea",0,"I don’t know","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026
"R_5S7zyRYMYbjwkjv","","","Centaurea",NA,"","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026
