"ResponseId","state","juris","species","dur","timechange","field","career","agency","surveyYear","minCareer","idk","CC","duration.cent","career.cent"
"R_7IvjAhNgByZUh4p","Michigan","Network of sites within one state/province","Lonicera japonica",10,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","City/Municipal Government",2026,10,1,1,-0.0283163273366078,0.77590345940614
"R_1CCn7PCFILz7KFm","Vermont","Network of sites within one state/province","Lonicera japonica",15,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,0,0.628359998241409,0.77590345940614
"R_74FeknDhSsDq3Tj","Virginia","Multi-state network of sites","Lonicera japonica",10,"Treatment ending later due to changing phenology","Invasive plant management ","6 to 10 years","Industry/Private Sector",2026,6,1,1,-0.0283163273366078,-0.537303438417083
"R_1jvRN5ofBQAxAQE","Rhode Island","Single site","Lonicera japonica",10,"Treatment ending later due to changing phenology","Invasive plant research/science","6 to 10 years","Other",2026,6,1,1,-0.0283163273366078,-0.537303438417083
"R_1IvpUjUVXHoOlPW","Vermont","Single site","Lonicera japonica",18,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,1.02236579358822,0.77590345940614
"R_3G9fjD3aUkxTH1a","Maryland","Network of sites within one state/province","Lonicera japonica",30,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,0,2.59838897497546,0.77590345940614
"R_51hjoFYUg74WFmz","Massachusetts","Network of sites within one state/province","Lonicera japonica",15,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years"," Federal Government",2026,10,1,1,0.628359998241409,0.77590345940614
"R_3odqWeiPriybrSx","Maryland","Multi-state network of sites","Lonicera japonica",25,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,0,1.94171264939744,0.77590345940614
"R_3Si9tax1RwMIZLT","Massachusetts","Multi-state network of sites","Lonicera japonica",8,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.290986857567814,0.77590345940614
"R_62Ll7ZFWepKPSWn","Maine","Multi-state network of sites","Lonicera japonica",28,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,2.33571844474425,0.77590345940614
"R_3Xof06Wl6uTCmnD","New York","Network of sites within one state/province","Lonicera japonica",20,"Starting earlier or ending later for other reasons","Invasive plant management ","10+ years","State Government",2026,10,1,0,1.28503632381942,0.77590345940614
"R_3lWumIYfy2qG65b","New York","Network of sites within one state/province","Lonicera japonica",1,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","State Government",2026,6,1,0,-1.21033371337704,-0.537303438417083
"R_70UIFBzhIKuqskM","New York","Network of sites within one state/province","Lonicera japonica",20,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","State Government",2026,10,1,1,1.28503632381942,0.77590345940614
"R_7NTYejGCvqGhEQB","New York","Network of sites within one state/province","Lonicera japonica",10,"At the same time due to no change in phenology","Invasive plant management ","10+ years","State Government",2026,10,1,0,-0.0283163273366078,0.77590345940614
"R_7mleLpdbPvb6bxt","Connecticut","Network of sites within one state/province","Lonicera japonica",2,"At the same time due to no change in phenology","Invasive plant management ","2 to 5 years","Industry/Private Sector",2026,2,1,0,-1.07899844826143,-1.85051033624031
"R_7GwBwiGreoKhfNs","Massachusetts","Network of sites within one state/province","Artemisia",NA,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","County Government",2026,6,1,0,NA,-0.537303438417083
"R_6yLkjZOTEZ3TCvv","Pennsylvania","Network of sites within one state/province","Artemisia",12,"At the same time due to no change in phenology","Invasive plant management ","10+ years","City/Municipal Government",2026,10,1,0,0.234354202894599,0.77590345940614
"R_5EsAG4x9K525yff","Pennsylvania","Network of sites within one state/province","Artemisia",NA,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026,6,1,0,NA,-0.537303438417083
"R_5upMJmCgVD9qgCQ","Pennsylvania","Network of sites within one state/province","Artemisia",2,"Starting earlier or ending later for other reasons","Invasive plant management ","2 to 5 years","Other",2026,2,1,0,-1.07899844826143,-1.85051033624031
"R_6JCxiOL4bNouMvv","New York","Network of sites within one state/province","Artemisia",NA,"Treatment starting earlier due to changing phenology","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026,2,1,1,NA,-1.85051033624031
"R_3rk1Kc6ds2b1R97","New York","Network of sites within one state/province","Artemisia",5,"At the same time due to no change in phenology","Invasive plant management ","2 to 5 years","State Government",2026,2,1,0,-0.684992652914624,-1.85051033624031
"R_5GB0QBBYaO426fP","Maine","Single site","Artemisia",5,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","City/Municipal Government",2026,10,1,1,-0.684992652914624,0.77590345940614
"R_6b7y38YC6VhzhAZ","New Jersey"," Other (please specify)","Artemisia",5,"Treatment ending later due to changing phenology","Invasive plant management ","6 to 10 years","County Government",2026,6,1,1,-0.684992652914624,-0.537303438417083
"R_1D5srXkx8ozWrQm","Maryland","Single site","Artemisia",4,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026,6,1,1,-0.816327918030227,-0.537303438417083
"R_1EsfjygrCBEI1cq","New Jersey","Network of sites within one state/province","Artemisia",8,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026,6,1,0,-0.290986857567814,-0.537303438417083
"R_3Qxjb9i4NVkgesX","Massachusetts","Network of sites within one state/province","Artemisia",10,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,0,-0.0283163273366078,0.77590345940614
"R_5H6Li12o7rFfCKo","Rhode Island","Network of sites within one state/province","Artemisia",10,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.0283163273366078,0.77590345940614
"R_5Kr2fz6TZxQx0Uu","Connecticut","Single site","Artemisia",2,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology,Starting earlier or ending later for other reasons","Other (I work with invasive plants but not as a manager, researcher, or extension)","6 to 10 years","Other",2026,6,1,1,-1.07899844826143,-0.537303438417083
"R_7iywZfD9qBljGo1","Indiana","Network of sites within one state/province","Artemisia",3,"Treatment starting earlier due to changing phenology","Invasive plant management ","6 to 10 years","Other",2026,6,1,1,-0.947663183145831,-0.537303438417083
"R_3Hq4RrgAKLo0gVL","Massachusetts"," Other (please specify)","Artemisia",20,"At the same time due to no change in phenology","Invasive plant management ","2 to 5 years","City/Municipal Government",2026,2,1,0,1.28503632381942,-1.85051033624031
"R_1rqNLxE1UVT5Prc","Massachusetts","Single site","Artemisia",3,"Starting earlier or ending later for other reasons","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,0,-0.947663183145831,0.77590345940614
"R_7eqSNbi6mQ46E1Z","Virginia","Multi-state network of sites","Artemisia",20,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,1.28503632381942,0.77590345940614
"R_3lpMOKMac0cgCvT","Massachusetts","Network of sites within one state/province","Artemisia",2,"At the same time despite changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-1.07899844826143,0.77590345940614
"R_3VxbJkG46TDSZKp","Pennsylvania","Multi-state network of sites","Artemisia",6,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years"," Federal Government",2026,10,1,1,-0.553657387799021,0.77590345940614
"R_5O9uAodgBqlcrtL","Massachusetts","Network of sites within one state/province","Artemisia",1,"Starting earlier or ending later for other reasons","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026,2,1,0,-1.21033371337704,-1.85051033624031
"R_74FeknDhSsDq3Tj","Virginia","Multi-state network of sites","Artemisia",10,"Treatment ending later due to changing phenology","Invasive plant management ","6 to 10 years","Industry/Private Sector",2026,6,1,1,-0.0283163273366078,-0.537303438417083
"R_1jvRN5ofBQAxAQE","Rhode Island","Single site","Artemisia",4,"Treatment ending later due to changing phenology","Invasive plant research/science","6 to 10 years","Other",2026,6,1,1,-0.816327918030227,-0.537303438417083
"R_1OfwKlCXtu2ZYoa","Vermont"," Other (please specify)","Artemisia",3,"At the same time despite changing phenology","Other (I work with invasive plants but not as a manager, researcher, or extension)","2 to 5 years","Other",2026,2,1,1,-0.947663183145831,-1.85051033624031
"R_51hjoFYUg74WFmz","Massachusetts","Network of sites within one state/province","Artemisia",10,"At the same time due to no change in phenology","Invasive plant management ","10+ years"," Federal Government",2026,10,1,0,-0.0283163273366078,0.77590345940614
"R_3Si9tax1RwMIZLT","Massachusetts","Multi-state network of sites","Artemisia",9,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.159651592452211,0.77590345940614
"R_7mleLpdbPvb6bxt","Connecticut","Network of sites within one state/province","Artemisia",2,"At the same time due to no change in phenology","Invasive plant management ","2 to 5 years","Industry/Private Sector",2026,2,1,0,-1.07899844826143,-1.85051033624031
"R_7zqDdqzI3278NXi","Maryland","Network of sites within one state/province","Acer",NA,"At the same time due to no change in phenology","Invasive plant management ","10+ years","State Government",2026,10,1,0,NA,0.77590345940614
"R_6yLkjZOTEZ3TCvv","Pennsylvania","Network of sites within one state/province","Acer",12,"At the same time due to no change in phenology","Invasive plant management ","10+ years","City/Municipal Government",2026,10,1,0,0.234354202894599,0.77590345940614
"R_5EsAG4x9K525yff","Pennsylvania","Network of sites within one state/province","Acer",NA,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026,6,1,0,NA,-0.537303438417083
"R_5upMJmCgVD9qgCQ","Pennsylvania","Network of sites within one state/province","Acer",2,"Starting earlier or ending later for other reasons","Invasive plant management ","2 to 5 years","Other",2026,2,1,0,-1.07899844826143,-1.85051033624031
"R_1g744XrqigaNK4J","Maine","Network of sites within one state/province","Acer",10,"At the same time despite changing phenology","Invasive plant management ","6 to 10 years","Industry/Private Sector",2026,6,1,1,-0.0283163273366078,-0.537303438417083
"R_5FqDfQSEijhcVoz","Vermont","Multi-state network of sites","Acer",10,"At the same time despite changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.0283163273366078,0.77590345940614
"R_5q56JqF0jN1J5xT","New Hampshire","Multi-state network of sites","Acer",20,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,1.28503632381942,0.77590345940614
"R_3OZoTtXsYc0ZVCo","Michigan","Network of sites within one state/province","Acer",20,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","State Government",2026,10,1,1,1.28503632381942,0.77590345940614
"R_1EciEKujj6l77zC","Wisconsin","Network of sites within one state/province","Acer",10,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Other",2026,10,1,0,-0.0283163273366078,0.77590345940614
"R_7EvlQO9OfQ8OoER","Michigan","Network of sites within one state/province","Acer",10,"At the same time despite changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.0283163273366078,0.77590345940614
"R_5GB0QBBYaO426fP","Maine","Single site","Acer",10,"At the same time despite changing phenology","Invasive plant management ","10+ years","City/Municipal Government",2026,10,1,1,-0.0283163273366078,0.77590345940614
"R_1D5srXkx8ozWrQm","Maryland","Single site","Acer",8,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026,6,1,0,-0.290986857567814,-0.537303438417083
"R_3EtnKAg5tMJYzSl","Massachusetts"," Other (please specify)","Acer",4,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","City/Municipal Government",2026,6,1,0,-0.816327918030227,-0.537303438417083
"R_1EsfjygrCBEI1cq","New Jersey","Network of sites within one state/province","Acer",6,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026,6,1,0,-0.553657387799021,-0.537303438417083
"R_3Qxjb9i4NVkgesX","Massachusetts","Network of sites within one state/province","Acer",10,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,0,-0.0283163273366078,0.77590345940614
"R_7pKymxAKzskP9AS","Wisconsin","Multi-state network of sites","Acer",15,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,0,0.628359998241409,0.77590345940614
"R_5gHFiq6DKC8WPVl","Ontario","Network of sites within one state/province","Acer",30,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,0,2.59838897497546,0.77590345940614
"R_6jVAdbjxfGf7ZNc","Maryland","Network of sites within one state/province","Acer",10,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026,6,1,0,-0.0283163273366078,-0.537303438417083
"R_5Kr2fz6TZxQx0Uu","Connecticut","Single site","Acer",2,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology,Starting earlier or ending later for other reasons","Other (I work with invasive plants but not as a manager, researcher, or extension)","6 to 10 years","Other",2026,6,1,1,-1.07899844826143,-0.537303438417083
"R_7iywZfD9qBljGo1","Indiana","Network of sites within one state/province","Acer",4,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","Other",2026,6,1,0,-0.816327918030227,-0.537303438417083
"R_7eqSNbi6mQ46E1Z","Virginia","Multi-state network of sites","Acer",20,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,1.28503632381942,0.77590345940614
"R_3lpMOKMac0cgCvT","Massachusetts","Network of sites within one state/province","Acer",2,"At the same time despite changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-1.07899844826143,0.77590345940614
"R_3VxbJkG46TDSZKp","Pennsylvania","Multi-state network of sites","Acer",9,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years"," Federal Government",2026,10,1,1,-0.159651592452211,0.77590345940614
"R_5O9uAodgBqlcrtL","Massachusetts","Network of sites within one state/province","Acer",1,"Starting earlier or ending later for other reasons","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026,2,1,0,-1.21033371337704,-1.85051033624031
"R_7IvjAhNgByZUh4p","Michigan","Network of sites within one state/province","Acer",2,"At the same time despite changing phenology","Invasive plant management ","10+ years","City/Municipal Government",2026,10,1,1,-1.07899844826143,0.77590345940614
"R_74FeknDhSsDq3Tj","Virginia","Multi-state network of sites","Acer",10,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","Industry/Private Sector",2026,6,1,0,-0.0283163273366078,-0.537303438417083
"R_51hjoFYUg74WFmz","Massachusetts","Network of sites within one state/province","Acer",25,"At the same time due to no change in phenology","Invasive plant management ","10+ years"," Federal Government",2026,10,1,0,1.94171264939744,0.77590345940614
"R_3Si9tax1RwMIZLT","Massachusetts","Multi-state network of sites","Acer",9,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.159651592452211,0.77590345940614
"R_62Ll7ZFWepKPSWn","Maine","Multi-state network of sites","Acer",20,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,1.28503632381942,0.77590345940614
"R_3Xof06Wl6uTCmnD","New York","Network of sites within one state/province","Acer",15,"Starting earlier or ending later for other reasons","Invasive plant management ","10+ years","State Government",2026,10,1,0,0.628359998241409,0.77590345940614
"R_7GwBwiGreoKhfNs","Massachusetts","Network of sites within one state/province","Phragmites",NA,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","County Government",2026,6,1,0,NA,-0.537303438417083
"R_7qkAjat39MtPBoG","Massachusetts","Network of sites within one state/province","Phragmites",25,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years"," Federal Government",2026,10,1,1,1.94171264939744,0.77590345940614
"R_6yLkjZOTEZ3TCvv","Pennsylvania","Network of sites within one state/province","Phragmites",12,"At the same time due to no change in phenology","Invasive plant management ","10+ years","City/Municipal Government",2026,10,1,0,0.234354202894599,0.77590345940614
"R_5upMJmCgVD9qgCQ","Pennsylvania","Network of sites within one state/province","Phragmites",3,"Starting earlier or ending later for other reasons","Invasive plant management ","2 to 5 years","Other",2026,2,1,0,-0.947663183145831,-1.85051033624031
"R_5pi0PucgobcikIW","Michigan","Network of sites within one state/province","Phragmites",16,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026,6,1,0,0.759695263357012,-0.537303438417083
"R_3rk1Kc6ds2b1R97","New York","Network of sites within one state/province","Phragmites",13,"At the same time due to no change in phenology","Invasive plant management ","2 to 5 years","State Government",2026,2,1,0,0.365689468010202,-1.85051033624031
"R_3DHks2vVgdNJOBn","Michigan","Network of sites within one state/province","Phragmites",10,"At the same time despite changing phenology","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026,2,1,1,-0.0283163273366078,-1.85051033624031
"R_5FqDfQSEijhcVoz","Vermont","Multi-state network of sites","Phragmites",10,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.0283163273366078,0.77590345940614
"R_13xaGsGqqLXdwtw","Michigan","Network of sites within one state/province","Phragmites",14,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,0,0.497024733125805,0.77590345940614
"R_5V0AX8smWwEqt7X","Quebec","Network of sites within one state/province","Phragmites",5,"Treatment starting earlier due to changing phenology","Invasive plant management ","6 to 10 years","Tribal/First Nation",2026,6,1,1,-0.684992652914624,-0.537303438417083
"R_5q56JqF0jN1J5xT","New Hampshire","Multi-state network of sites","Phragmites",10,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.0283163273366078,0.77590345940614
"R_3OZoTtXsYc0ZVCo","Michigan","Network of sites within one state/province","Phragmites",20,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","State Government",2026,10,1,1,1.28503632381942,0.77590345940614
"R_1nGlxwRGRwMbHVL","Massachusetts","Network of sites within one state/province","Phragmites",10,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,0,-0.0283163273366078,0.77590345940614
"R_7EvlQO9OfQ8OoER","Michigan","Network of sites within one state/province","Phragmites",20,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,1.28503632381942,0.77590345940614
"R_5GB0QBBYaO426fP","Maine","Single site","Phragmites",5,"At the same time despite changing phenology","Invasive plant management ","10+ years","City/Municipal Government",2026,10,1,1,-0.684992652914624,0.77590345940614
"R_3EtnKAg5tMJYzSl","Massachusetts"," Other (please specify)","Phragmites",9,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","City/Municipal Government",2026,6,1,0,-0.159651592452211,-0.537303438417083
"R_1EsfjygrCBEI1cq","New Jersey","Network of sites within one state/province","Phragmites",6,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026,6,1,0,-0.553657387799021,-0.537303438417083
"R_3Qxjb9i4NVkgesX","Massachusetts","Network of sites within one state/province","Phragmites",3,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,0,-0.947663183145831,0.77590345940614
"R_3Ed8zccgOdxwidw","Massachusetts","Network of sites within one state/province","Phragmites",NA,"At the same time despite changing phenology","Other (I work with invasive plants but not as a manager, researcher, or extension)","10+ years","City/Municipal Government",2026,10,1,1,NA,0.77590345940614
"R_5rdlHlOy7XfBCJX","Rhode Island","Network of sites within one state/province","Phragmites",5,"At the same time despite changing phenology","Invasive plant management ","6 to 10 years","State Government",2026,6,1,1,-0.684992652914624,-0.537303438417083
"R_7pKymxAKzskP9AS","Wisconsin","Multi-state network of sites","Phragmites",10,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,0,-0.0283163273366078,0.77590345940614
"R_5gHFiq6DKC8WPVl","Ontario","Network of sites within one state/province","Phragmites",20,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,0,1.28503632381942,0.77590345940614
"R_7MHtOez4Anav6YF","New York","Network of sites within one state/province","Phragmites",5,"At the same time despite changing phenology","Invasive plant extension","6 to 10 years","Nongovernmental Organization",2026,6,1,1,-0.684992652914624,-0.537303438417083
"R_3PQOLiHs19fSpEi","Virginia","Network of sites within one state/province","Phragmites",20,"At the same time due to no change in phenology","Invasive plant management ","10+ years","State Government",2026,10,1,0,1.28503632381942,0.77590345940614
"R_5Kr2fz6TZxQx0Uu","Connecticut","Single site","Phragmites",2,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology,Starting earlier or ending later for other reasons","Other (I work with invasive plants but not as a manager, researcher, or extension)","6 to 10 years","Other",2026,6,1,1,-1.07899844826143,-0.537303438417083
"R_7iywZfD9qBljGo1","Indiana","Network of sites within one state/province","Phragmites",3,"Treatment starting earlier due to changing phenology","Invasive plant management ","6 to 10 years","Other",2026,6,1,1,-0.947663183145831,-0.537303438417083
"R_3Hq4RrgAKLo0gVL","Massachusetts"," Other (please specify)","Phragmites",20,"At the same time due to no change in phenology","Invasive plant management ","2 to 5 years","City/Municipal Government",2026,2,1,0,1.28503632381942,-1.85051033624031
"R_6M9cNcffDgSe0XJ","Massachusetts","Single site","Phragmites",3,"At the same time despite changing phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026,6,1,1,-0.947663183145831,-0.537303438417083
"R_7eqSNbi6mQ46E1Z","Virginia","Multi-state network of sites","Phragmites",20,"Treatment starting earlier due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,1.28503632381942,0.77590345940614
"R_3lpMOKMac0cgCvT","Massachusetts","Network of sites within one state/province","Phragmites",2,"At the same time despite changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-1.07899844826143,0.77590345940614
"R_3VxbJkG46TDSZKp","Pennsylvania","Multi-state network of sites","Phragmites",20,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years"," Federal Government",2026,10,1,1,1.28503632381942,0.77590345940614
"R_5pzvxrP2azfmvYJ","Michigan","Network of sites within one state/province","Phragmites",12,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Other",2026,10,1,1,0.234354202894599,0.77590345940614
"R_7IvjAhNgByZUh4p","Michigan","Network of sites within one state/province","Phragmites",10,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","City/Municipal Government",2026,10,1,1,-0.0283163273366078,0.77590345940614
"R_74FeknDhSsDq3Tj","Virginia","Multi-state network of sites","Phragmites",10,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","Industry/Private Sector",2026,6,1,0,-0.0283163273366078,-0.537303438417083
"R_3e8YdoUiS4iZyX0","Michigan","Network of sites within one state/province","Phragmites",3,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","County Government",2026,6,1,0,-0.947663183145831,-0.537303438417083
"R_1jvRN5ofBQAxAQE","Rhode Island","Single site","Phragmites",8,"Treatment ending later due to changing phenology","Invasive plant research/science","6 to 10 years","Other",2026,6,1,1,-0.290986857567814,-0.537303438417083
"R_3YsNgjgIfC3NqDf","Ontario","Network of sites within one state/province","Phragmites",NA,"At the same time due to no change in phenology","Invasive plant management ","2 to 5 years","City/Municipal Government",2026,2,1,0,NA,-1.85051033624031
"R_7jZpgrqPT21G0fj","Vermont","Single site","Phragmites",5,"At the same time due to no change in phenology","Invasive plant management ","10+ years","State Government",2026,10,1,0,-0.684992652914624,0.77590345940614
"R_6GdBoCs86X7eZOA","Massachusetts","Network of sites within one state/province","Phragmites",9,"At the same time due to no change in phenology","Invasive plant management ","2 to 5 years","City/Municipal Government",2026,2,1,0,-0.159651592452211,-1.85051033624031
"R_51hjoFYUg74WFmz","Massachusetts","Network of sites within one state/province","Phragmites",25,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years"," Federal Government",2026,10,1,1,1.94171264939744,0.77590345940614
"R_3odqWeiPriybrSx","Maryland","Multi-state network of sites","Phragmites",30,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,0,2.59838897497546,0.77590345940614
"R_1EGs8JgbiTLIdrk","Michigan","Multi-state network of sites","Phragmites",12,"Treatment ending later due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,0.234354202894599,0.77590345940614
"R_3Si9tax1RwMIZLT","Massachusetts","Multi-state network of sites","Phragmites",9,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,0,-0.159651592452211,0.77590345940614
"R_62Ll7ZFWepKPSWn","Maine","Multi-state network of sites","Phragmites",15,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,0,0.628359998241409,0.77590345940614
"R_3lWumIYfy2qG65b","New York","Network of sites within one state/province","Phragmites",1,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","State Government",2026,6,1,0,-1.21033371337704,-0.537303438417083
"R_7mleLpdbPvb6bxt","Connecticut","Network of sites within one state/province","Phragmites",2,"At the same time due to no change in phenology","Invasive plant management ","2 to 5 years","Industry/Private Sector",2026,2,1,0,-1.07899844826143,-1.85051033624031
"R_7GwBwiGreoKhfNs","Massachusetts","Network of sites within one state/province","Ligustrum",NA,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","County Government",2026,6,1,0,NA,-0.537303438417083
"R_5hAPDFkgmRMkZzy","New York","Network of sites within one state/province","Ligustrum",3,"At the same time despite changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.947663183145831,0.77590345940614
"R_6yLkjZOTEZ3TCvv","Pennsylvania","Network of sites within one state/province","Ligustrum",12,"At the same time due to no change in phenology","Invasive plant management ","10+ years","City/Municipal Government",2026,10,1,0,0.234354202894599,0.77590345940614
"R_12MfvXiIwliM6mq","Virginia","Network of sites within one state/province","Ligustrum",5,"At the same time due to no change in phenology","Invasive plant management ","2 to 5 years","Academia/University",2026,2,1,0,-0.684992652914624,-1.85051033624031
"R_5EsAG4x9K525yff","Pennsylvania","Network of sites within one state/province","Ligustrum",NA,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026,6,1,0,NA,-0.537303438417083
"R_3OZoTtXsYc0ZVCo","Michigan","Network of sites within one state/province","Ligustrum",20,"Treatment starting earlier due to changing phenology,Treatment ending later due to changing phenology","Invasive plant management ","10+ years","State Government",2026,10,1,1,1.28503632381942,0.77590345940614
"R_1nGlxwRGRwMbHVL","Massachusetts","Network of sites within one state/province","Ligustrum",10,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,0,-0.0283163273366078,0.77590345940614
"R_7EvlQO9OfQ8OoER","Michigan","Network of sites within one state/province","Ligustrum",20,"At the same time despite changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,1.28503632381942,0.77590345940614
"R_5GB0QBBYaO426fP","Maine","Single site","Ligustrum",2,"At the same time despite changing phenology","Invasive plant management ","10+ years","City/Municipal Government",2026,10,1,1,-1.07899844826143,0.77590345940614
