"ResponseId","state","juris","species","dur","freqchange","field","career","agency","surveyYear","minCareer","idk","CC","duration.cent","career.cent","management_shift"
"R_6PgMN2Ont2gs1u9","Vermont","Network of sites within one state/province","Rhamnus",14,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,0.485314573829477,0.79049810961295,0
"R_3OZoTtXsYc0ZVCo","Michigan","Network of sites within one state/province","Rhamnus",20,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","State Government",2026,10,1,1,1.26979353187963,0.79049810961295,0
"R_7EvlQO9OfQ8OoER","Michigan","Network of sites within one state/province","Rhamnus",20,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,1.26979353187963,0.79049810961295,0
"R_3Ed8zccgOdxwidw","Massachusetts","Network of sites within one state/province","Rhamnus",NA,"At the same frequency despite a change in phenology","Other (I work with invasive plants but not as a manager, researcher, or extension)","10+ years","City/Municipal Government",2026,10,1,1,NA,0.79049810961295,0
"R_5rdlHlOy7XfBCJX","Rhode Island","Network of sites within one state/province","Rhamnus",5,"At the same frequency despite a change in phenology","Invasive plant management ","6 to 10 years","State Government",2026,6,1,1,-0.691403863245749,-0.515142477920408,0
"R_1rqNLxE1UVT5Prc","Massachusetts","Single site","Rhamnus",3,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.952896849262466,0.79049810961295,0
"R_3lpMOKMac0cgCvT","Massachusetts","Network of sites within one state/province","Rhamnus",4,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.822150356254108,0.79049810961295,0
"R_7IvjAhNgByZUh4p","Michigan","Network of sites within one state/province","Rhamnus",10,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","City/Municipal Government",2026,10,1,1,-0.0376713982039572,0.79049810961295,0
"R_3YsNgjgIfC3NqDf","Ontario","Network of sites within one state/province","Rhamnus",8,"More frequently due to changing phenology","Invasive plant management ","2 to 5 years","City/Municipal Government",2026,2,1,1,-0.299164384220674,-1.82078306545377,1
"R_1IvpUjUVXHoOlPW","Vermont","Single site","Rhamnus",12,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,0.22382158781276,0.79049810961295,0
"R_1EGs8JgbiTLIdrk","Michigan","Multi-state network of sites","Rhamnus",15,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,0.616061066837835,0.79049810961295,0
"R_3Si9tax1RwMIZLT","Massachusetts","Multi-state network of sites","Rhamnus",9,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.168417891212316,0.79049810961295,0
"R_1flgE1bOQDY1J2D","Maine","Single site","Rhamnus",3,"At the same frequency despite a change in phenology","Invasive plant management ","6 to 10 years","Other",2026,6,1,1,-0.952896849262466,-0.515142477920408,0
"R_6b7y38YC6VhzhAZ","New Jersey"," Other (please specify)","Miscanthus",4,"At the same frequency despite a change in phenology","Invasive plant management ","6 to 10 years","County Government",2026,6,1,1,-0.822150356254108,-0.515142477920408,0
"R_5IQt3joF5gjoi45","Kentucky","Network of sites within one state/province","Miscanthus",3,"At the same frequency despite a change in phenology","Invasive plant management ","Less than 2 years","State Government",2026,0.1,1,1,-0.952896849262466,-2.44096234453211,0
"R_5H6Li12o7rFfCKo","Rhode Island","Network of sites within one state/province","Miscanthus",10,"More frequently due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.0376713982039572,0.79049810961295,1
"R_7MHtOez4Anav6YF","New York","Network of sites within one state/province","Miscanthus",4,"At the same frequency despite a change in phenology","Invasive plant extension","6 to 10 years","Nongovernmental Organization",2026,6,1,1,-0.822150356254108,-0.515142477920408,0
"R_3Hq4RrgAKLo0gVL","Massachusetts"," Other (please specify)","Miscanthus",20,"At the same frequency despite a change in phenology","Invasive plant management ","2 to 5 years","City/Municipal Government",2026,2,1,1,1.26979353187963,-1.82078306545377,0
"R_1rqNLxE1UVT5Prc","Massachusetts","Single site","Miscanthus",3,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.952896849262466,0.79049810961295,0
"R_7eqSNbi6mQ46E1Z","Virginia","Multi-state network of sites","Miscanthus",20,"More frequently due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,1.26979353187963,0.79049810961295,1
"R_5O9uAodgBqlcrtL","Massachusetts","Network of sites within one state/province","Miscanthus",1,"At the same frequency despite a change in phenology","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026,2,1,1,-1.21438983527918,-1.82078306545377,0
"R_6Q75yjxK5fIfXwZ","Maryland","Network of sites within one state/province","Miscanthus",5,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","County Government",2026,10,1,1,-0.691403863245749,0.79049810961295,0
"R_3mwJdcOf68mSU8i","Ohio"," Other (please specify)","Miscanthus",5,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.691403863245749,0.79049810961295,0
"R_3Si9tax1RwMIZLT","Massachusetts","Multi-state network of sites","Miscanthus",2,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-1.08364334227082,0.79049810961295,0
"R_3OZoTtXsYc0ZVCo","Michigan","Network of sites within one state/province","impatiens",5,"More frequently due to changing phenology","Invasive plant management ","10+ years","State Government",2026,10,1,1,-0.691403863245749,0.79049810961295,1
"R_7IvjAhNgByZUh4p","Michigan","Network of sites within one state/province","impatiens",3,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","City/Municipal Government",2026,10,1,1,-0.952896849262466,0.79049810961295,0
"R_7qkAjat39MtPBoG","Massachusetts","Network of sites within one state/province","Lonicera japonica",10,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years"," Federal Government",2026,10,1,1,-0.0376713982039572,0.79049810961295,0
"R_5FqDfQSEijhcVoz","Vermont","Multi-state network of sites","Lonicera japonica",15,"More frequently due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,0.616061066837835,0.79049810961295,1
"R_3OZoTtXsYc0ZVCo","Michigan","Network of sites within one state/province","Lonicera japonica",20,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","State Government",2026,10,1,1,1.26979353187963,0.79049810961295,0
"R_1D5srXkx8ozWrQm","Maryland","Single site","Lonicera japonica",4,"More frequently due to changing phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026,6,1,1,-0.822150356254108,-0.515142477920408,1
"R_5IQt3joF5gjoi45","Kentucky","Network of sites within one state/province","Lonicera japonica",8,"More frequently due to changing phenology","Invasive plant management ","Less than 2 years","State Government",2026,0.1,1,1,-0.299164384220674,-2.44096234453211,1
"R_3Qxjb9i4NVkgesX","Massachusetts","Network of sites within one state/province","Lonicera japonica",10,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.0376713982039572,0.79049810961295,0
"R_3Ed8zccgOdxwidw","Massachusetts","Network of sites within one state/province","Lonicera japonica",NA,"At the same frequency despite a change in phenology","Other (I work with invasive plants but not as a manager, researcher, or extension)","10+ years","City/Municipal Government",2026,10,1,1,NA,0.79049810961295,0
"R_5H6Li12o7rFfCKo","Rhode Island","Network of sites within one state/province","Lonicera japonica",6,"More frequently due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.560657370237391,0.79049810961295,1
"R_5rdlHlOy7XfBCJX","Rhode Island","Network of sites within one state/province","Lonicera japonica",5,"At the same frequency despite a change in phenology","Invasive plant management ","6 to 10 years","State Government",2026,6,1,1,-0.691403863245749,-0.515142477920408,0
"R_3Z0oewLXyyqJj9v","Virginia","Multi-state network of sites","Lonicera japonica",6,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.560657370237391,0.79049810961295,0
"R_7iywZfD9qBljGo1","Indiana","Network of sites within one state/province","Lonicera japonica",4,"More frequently due to changing phenology","Invasive plant management ","6 to 10 years","Other",2026,6,1,1,-0.822150356254108,-0.515142477920408,1
"R_6M9cNcffDgSe0XJ","Massachusetts","Single site","Lonicera japonica",5,"At the same frequency despite a change in phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026,6,1,1,-0.691403863245749,-0.515142477920408,0
"R_1rqNLxE1UVT5Prc","Massachusetts","Single site","Lonicera japonica",3,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.952896849262466,0.79049810961295,0
"R_7eqSNbi6mQ46E1Z","Virginia","Multi-state network of sites","Lonicera japonica",20,"More frequently due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,1.26979353187963,0.79049810961295,1
"R_3lpMOKMac0cgCvT","Massachusetts","Network of sites within one state/province","Lonicera japonica",4,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.822150356254108,0.79049810961295,0
"R_3VxbJkG46TDSZKp","Pennsylvania","Multi-state network of sites","Lonicera japonica",9,"More frequently due to changing phenology","Invasive plant management ","10+ years"," Federal Government",2026,10,1,1,-0.168417891212316,0.79049810961295,1
"R_5O9uAodgBqlcrtL","Massachusetts","Network of sites within one state/province","Lonicera japonica",1,"At the same frequency despite a change in phenology","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026,2,1,1,-1.21438983527918,-1.82078306545377,0
"R_7IvjAhNgByZUh4p","Michigan","Network of sites within one state/province","Lonicera japonica",10,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","City/Municipal Government",2026,10,1,1,-0.0376713982039572,0.79049810961295,0
"R_74FeknDhSsDq3Tj","Virginia","Multi-state network of sites","Lonicera japonica",10,"Less frequently due to changing phenology","Invasive plant management ","6 to 10 years","Industry/Private Sector",2026,6,1,1,-0.0376713982039572,-0.515142477920408,1
"R_6Q75yjxK5fIfXwZ","Maryland","Network of sites within one state/province","Lonicera japonica",5,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","County Government",2026,10,1,1,-0.691403863245749,0.79049810961295,0
"R_1IvpUjUVXHoOlPW","Vermont","Single site","Lonicera japonica",18,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,1.00830054586291,0.79049810961295,0
"R_3mwJdcOf68mSU8i","Ohio"," Other (please specify)","Lonicera japonica",10,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.0376713982039572,0.79049810961295,0
"R_3Si9tax1RwMIZLT","Massachusetts","Multi-state network of sites","Lonicera japonica",8,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.299164384220674,0.79049810961295,0
"R_7qkAjat39MtPBoG","Massachusetts","Network of sites within one state/province","Artemisia",5,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years"," Federal Government",2026,10,1,1,-0.691403863245749,0.79049810961295,0
"R_5GB0QBBYaO426fP","Maine","Single site","Artemisia",5,"More frequently due to changing phenology","Invasive plant management ","10+ years","City/Municipal Government",2026,10,1,1,-0.691403863245749,0.79049810961295,1
"R_6b7y38YC6VhzhAZ","New Jersey"," Other (please specify)","Artemisia",5,"At the same frequency despite a change in phenology","Invasive plant management ","6 to 10 years","County Government",2026,6,1,1,-0.691403863245749,-0.515142477920408,0
"R_1D5srXkx8ozWrQm","Maryland","Single site","Artemisia",4,"More frequently due to changing phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026,6,1,1,-0.822150356254108,-0.515142477920408,1
"R_3Qxjb9i4NVkgesX","Massachusetts","Network of sites within one state/province","Artemisia",10,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.0376713982039572,0.79049810961295,0
"R_5H6Li12o7rFfCKo","Rhode Island","Network of sites within one state/province","Artemisia",10,"More frequently due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.0376713982039572,0.79049810961295,1
"R_7iywZfD9qBljGo1","Indiana","Network of sites within one state/province","Artemisia",3,"Less frequently due to changing phenology","Invasive plant management ","6 to 10 years","Other",2026,6,1,1,-0.952896849262466,-0.515142477920408,1
"R_3Hq4RrgAKLo0gVL","Massachusetts"," Other (please specify)","Artemisia",20,"At the same frequency despite a change in phenology","Invasive plant management ","2 to 5 years","City/Municipal Government",2026,2,1,1,1.26979353187963,-1.82078306545377,0
"R_1rqNLxE1UVT5Prc","Massachusetts","Single site","Artemisia",3,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.952896849262466,0.79049810961295,0
"R_7eqSNbi6mQ46E1Z","Virginia","Multi-state network of sites","Artemisia",20,"More frequently due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,1.26979353187963,0.79049810961295,1
"R_3lpMOKMac0cgCvT","Massachusetts","Network of sites within one state/province","Artemisia",2,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-1.08364334227082,0.79049810961295,0
"R_3VxbJkG46TDSZKp","Pennsylvania","Multi-state network of sites","Artemisia",6,"More frequently due to changing phenology","Invasive plant management ","10+ years"," Federal Government",2026,10,1,1,-0.560657370237391,0.79049810961295,1
"R_5O9uAodgBqlcrtL","Massachusetts","Network of sites within one state/province","Artemisia",1,"At the same frequency despite a change in phenology","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026,2,1,1,-1.21438983527918,-1.82078306545377,0
"R_74FeknDhSsDq3Tj","Virginia","Multi-state network of sites","Artemisia",10,"Less frequently due to changing phenology","Invasive plant management ","6 to 10 years","Industry/Private Sector",2026,6,1,1,-0.0376713982039572,-0.515142477920408,1
"R_6Q75yjxK5fIfXwZ","Maryland","Network of sites within one state/province","Artemisia",2,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","County Government",2026,10,1,1,-1.08364334227082,0.79049810961295,0
"R_1OfwKlCXtu2ZYoa","Vermont"," Other (please specify)","Artemisia",3,"More frequently due to changing phenology","Other (I work with invasive plants but not as a manager, researcher, or extension)","2 to 5 years","Other",2026,2,1,1,-0.952896849262466,-1.82078306545377,1
"R_3Si9tax1RwMIZLT","Massachusetts","Multi-state network of sites","Artemisia",9,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.168417891212316,0.79049810961295,0
"R_7qkAjat39MtPBoG","Massachusetts","Network of sites within one state/province","Acer",25,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years"," Federal Government",2026,10,1,1,1.92352599692142,0.79049810961295,0
"R_3OZoTtXsYc0ZVCo","Michigan","Network of sites within one state/province","Acer",20,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","State Government",2026,10,1,1,1.26979353187963,0.79049810961295,0
"R_7EvlQO9OfQ8OoER","Michigan","Network of sites within one state/province","Acer",10,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.0376713982039572,0.79049810961295,0
"R_5GB0QBBYaO426fP","Maine","Single site","Acer",10,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","City/Municipal Government",2026,10,1,1,-0.0376713982039572,0.79049810961295,0
"R_3Qxjb9i4NVkgesX","Massachusetts","Network of sites within one state/province","Acer",10,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.0376713982039572,0.79049810961295,0
"R_7eqSNbi6mQ46E1Z","Virginia","Multi-state network of sites","Acer",20,"More frequently due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,1.26979353187963,0.79049810961295,1
"R_3lpMOKMac0cgCvT","Massachusetts","Network of sites within one state/province","Acer",2,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-1.08364334227082,0.79049810961295,0
"R_5O9uAodgBqlcrtL","Massachusetts","Network of sites within one state/province","Acer",1,"At the same frequency despite a change in phenology","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026,2,1,1,-1.21438983527918,-1.82078306545377,0
"R_7IvjAhNgByZUh4p","Michigan","Network of sites within one state/province","Acer",2,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","City/Municipal Government",2026,10,1,1,-1.08364334227082,0.79049810961295,0
"R_1IvpUjUVXHoOlPW","Vermont","Single site","Acer",10,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.0376713982039572,0.79049810961295,0
"R_3Si9tax1RwMIZLT","Massachusetts","Multi-state network of sites","Acer",9,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.168417891212316,0.79049810961295,0
"R_7qkAjat39MtPBoG","Massachusetts","Network of sites within one state/province","Phragmites",25,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years"," Federal Government",2026,10,1,1,1.92352599692142,0.79049810961295,0
"R_5FqDfQSEijhcVoz","Vermont","Multi-state network of sites","Phragmites",10,"More frequently due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.0376713982039572,0.79049810961295,1
"R_5V0AX8smWwEqt7X","Quebec","Network of sites within one state/province","Phragmites",5,"At the same frequency despite a change in phenology","Invasive plant management ","6 to 10 years","Tribal/First Nation",2026,6,1,1,-0.691403863245749,-0.515142477920408,0
"R_3OZoTtXsYc0ZVCo","Michigan","Network of sites within one state/province","Phragmites",20,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","State Government",2026,10,1,1,1.26979353187963,0.79049810961295,0
"R_7EvlQO9OfQ8OoER","Michigan","Network of sites within one state/province","Phragmites",20,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,1.26979353187963,0.79049810961295,0
"R_5GB0QBBYaO426fP","Maine","Single site","Phragmites",5,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","City/Municipal Government",2026,10,1,1,-0.691403863245749,0.79049810961295,0
"R_7hyxXh2ErgDPMt7","New York","Network of sites within one state/province","Phragmites",5,"At the same frequency despite a change in phenology","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026,2,1,1,-0.691403863245749,-1.82078306545377,0
"R_3Qxjb9i4NVkgesX","Massachusetts","Network of sites within one state/province","Phragmites",3,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.952896849262466,0.79049810961295,0
"R_3Ed8zccgOdxwidw","Massachusetts","Network of sites within one state/province","Phragmites",NA,"At the same frequency despite a change in phenology","Other (I work with invasive plants but not as a manager, researcher, or extension)","10+ years","City/Municipal Government",2026,10,1,1,NA,0.79049810961295,0
"R_5rdlHlOy7XfBCJX","Rhode Island","Network of sites within one state/province","Phragmites",5,"At the same frequency despite a change in phenology","Invasive plant management ","6 to 10 years","State Government",2026,6,1,1,-0.691403863245749,-0.515142477920408,0
"R_7MHtOez4Anav6YF","New York","Network of sites within one state/province","Phragmites",5,"At the same frequency despite a change in phenology","Invasive plant extension","6 to 10 years","Nongovernmental Organization",2026,6,1,1,-0.691403863245749,-0.515142477920408,0
"R_3Hq4RrgAKLo0gVL","Massachusetts"," Other (please specify)","Phragmites",20,"More frequently due to changing phenology","Invasive plant management ","2 to 5 years","City/Municipal Government",2026,2,1,1,1.26979353187963,-1.82078306545377,1
"R_6M9cNcffDgSe0XJ","Massachusetts","Single site","Phragmites",3,"At the same frequency despite a change in phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2026,6,1,1,-0.952896849262466,-0.515142477920408,0
"R_7eqSNbi6mQ46E1Z","Virginia","Multi-state network of sites","Phragmites",20,"More frequently due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,1.26979353187963,0.79049810961295,1
"R_3lpMOKMac0cgCvT","Massachusetts","Network of sites within one state/province","Phragmites",2,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-1.08364334227082,0.79049810961295,0
"R_3VxbJkG46TDSZKp","Pennsylvania","Multi-state network of sites","Phragmites",20,"More frequently due to changing phenology","Invasive plant management ","10+ years"," Federal Government",2026,10,1,1,1.26979353187963,0.79049810961295,1
"R_5pzvxrP2azfmvYJ","Michigan","Network of sites within one state/province","Phragmites",12,"More frequently due to changing phenology,Less frequently due to changing phenology","Invasive plant management ","10+ years","Other",2026,10,1,1,0.22382158781276,0.79049810961295,1
"R_7IvjAhNgByZUh4p","Michigan","Network of sites within one state/province","Phragmites",10,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","City/Municipal Government",2026,10,1,1,-0.0376713982039572,0.79049810961295,0
"R_6Q75yjxK5fIfXwZ","Maryland","Network of sites within one state/province","Phragmites",5,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","County Government",2026,10,1,1,-0.691403863245749,0.79049810961295,0
"R_1EGs8JgbiTLIdrk","Michigan","Multi-state network of sites","Phragmites",12,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,0.22382158781276,0.79049810961295,0
"R_3Si9tax1RwMIZLT","Massachusetts","Multi-state network of sites","Phragmites",9,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.168417891212316,0.79049810961295,0
"R_7qkAjat39MtPBoG","Massachusetts","Network of sites within one state/province","Ligustrum",10,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years"," Federal Government",2026,10,1,1,-0.0376713982039572,0.79049810961295,0
"R_3OZoTtXsYc0ZVCo","Michigan","Network of sites within one state/province","Ligustrum",20,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","State Government",2026,10,1,1,1.26979353187963,0.79049810961295,0
"R_7EvlQO9OfQ8OoER","Michigan","Network of sites within one state/province","Ligustrum",20,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,1.26979353187963,0.79049810961295,0
"R_5GB0QBBYaO426fP","Maine","Single site","Ligustrum",2,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","City/Municipal Government",2026,10,1,1,-1.08364334227082,0.79049810961295,0
"R_3Qxjb9i4NVkgesX","Massachusetts","Network of sites within one state/province","Ligustrum",10,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.0376713982039572,0.79049810961295,0
"R_3Ed8zccgOdxwidw","Massachusetts","Network of sites within one state/province","Ligustrum",NA,"At the same frequency despite a change in phenology","Other (I work with invasive plants but not as a manager, researcher, or extension)","10+ years","City/Municipal Government",2026,10,1,1,NA,0.79049810961295,0
"R_3Z0oewLXyyqJj9v","Virginia","Multi-state network of sites","Ligustrum",6,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.560657370237391,0.79049810961295,0
"R_1rqNLxE1UVT5Prc","Massachusetts","Single site","Ligustrum",3,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.952896849262466,0.79049810961295,0
"R_7eqSNbi6mQ46E1Z","Virginia","Multi-state network of sites","Ligustrum",20,"More frequently due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,1.26979353187963,0.79049810961295,1
"R_3lpMOKMac0cgCvT","Massachusetts","Network of sites within one state/province","Ligustrum",2,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-1.08364334227082,0.79049810961295,0
"R_5O9uAodgBqlcrtL","Massachusetts","Network of sites within one state/province","Ligustrum",1,"At the same frequency despite a change in phenology","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026,2,1,1,-1.21438983527918,-1.82078306545377,0
"R_6Q75yjxK5fIfXwZ","Maryland","Network of sites within one state/province","Ligustrum",5,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","County Government",2026,10,1,1,-0.691403863245749,0.79049810961295,0
"R_3mwJdcOf68mSU8i","Ohio"," Other (please specify)","Ligustrum",10,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.0376713982039572,0.79049810961295,0
"R_6RfvvrSVaZFoLRH","Virginia","Network of sites within one state/province","Ligustrum",12,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,0.22382158781276,0.79049810961295,0
"R_3Si9tax1RwMIZLT","Massachusetts","Multi-state network of sites","Ligustrum",9,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.168417891212316,0.79049810961295,0
"R_3Hq4RrgAKLo0gVL","Massachusetts"," Other (please specify)","Cytisus",3,"At the same frequency despite a change in phenology","Invasive plant management ","2 to 5 years","City/Municipal Government",2026,2,1,1,-0.952896849262466,-1.82078306545377,0
"R_7eqSNbi6mQ46E1Z","Virginia","Multi-state network of sites","Cytisus",20,"More frequently due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,1.26979353187963,0.79049810961295,1
"R_5hAPDFkgmRMkZzy","New York","Network of sites within one state/province","Centaurea",5,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.691403863245749,0.79049810961295,0
"R_7qkAjat39MtPBoG","Massachusetts","Network of sites within one state/province","Centaurea",5,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years"," Federal Government",2026,10,1,1,-0.691403863245749,0.79049810961295,0
"R_5FqDfQSEijhcVoz","Vermont","Multi-state network of sites","Centaurea",5,"More frequently due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.691403863245749,0.79049810961295,1
"R_5V0AX8smWwEqt7X","Quebec","Network of sites within one state/province","Centaurea",4,"At the same frequency despite a change in phenology","Invasive plant management ","6 to 10 years","Tribal/First Nation",2026,6,1,1,-0.822150356254108,-0.515142477920408,0
"R_3OZoTtXsYc0ZVCo","Michigan","Network of sites within one state/province","Centaurea",20,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","State Government",2026,10,1,1,1.26979353187963,0.79049810961295,0
"R_1rqNLxE1UVT5Prc","Massachusetts","Single site","Centaurea",3,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.952896849262466,0.79049810961295,0
"R_7eqSNbi6mQ46E1Z","Virginia","Multi-state network of sites","Centaurea",20,"More frequently due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,1.26979353187963,0.79049810961295,1
"R_5O9uAodgBqlcrtL","Massachusetts","Network of sites within one state/province","Centaurea",1,"At the same frequency despite a change in phenology","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2026,2,1,1,-1.21438983527918,-1.82078306545377,0
"R_7IvjAhNgByZUh4p","Michigan","Network of sites within one state/province","Centaurea",10,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","City/Municipal Government",2026,10,1,1,-0.0376713982039572,0.79049810961295,0
"R_6RfvvrSVaZFoLRH","Virginia","Network of sites within one state/province","Centaurea",12,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,0.22382158781276,0.79049810961295,0
"R_3Si9tax1RwMIZLT","Massachusetts","Multi-state network of sites","Centaurea",9,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.168417891212316,0.79049810961295,0
